#   age       Mc        Msh       logL      logT      logTc     logg      logR      logrhoc   Y         Yc        Z         FeH       OFe       
   55.0000    0.7800    0.5121    1.7880    3.7162    8.1121    2.3598   11.8276    4.2124    0.2470    0.4091    0.0006   -1.4800    0.6000
   55.0000    0.9000    0.5159    1.8409    3.7069    8.1135    2.3321   11.8726    4.2069    0.2470    0.4018    0.0006   -1.4800    0.6000
   55.0000    0.4980    0.4956    1.3423    4.4610    8.0988    5.5896   10.1153    4.2695    0.2450    0.4743    0.0001   -2.2600    0.5000
   55.0000    0.5000    0.4957    1.3460    4.4386    8.0989    5.4980   10.1619    4.2677    0.2450    0.4763    0.0001   -2.2600    0.5000
   55.0000    0.5050    0.4957    1.3586    4.3986    8.1003    5.3299   10.2481    4.2637    0.2450    0.4660    0.0001   -2.2600    0.5000
   55.0000    0.5100    0.4957    1.3686    4.3684    8.1010    5.2035   10.3134    4.2602    0.2450    0.4613    0.0001   -2.2600    0.5000
   55.0000    0.5150    0.4956    1.3801    4.3429    8.1027    5.0943   10.3702    4.2570    0.2450    0.4484    0.0001   -2.2600    0.5000
   55.0000    0.5200    0.4957    1.3876    4.3210    8.1029    5.0032   10.4178    4.2544    0.2450    0.4481    0.0001   -2.2600    0.5000
   55.0000    0.5300    0.4957    1.4067    4.2823    8.1052    4.8375   10.5049    4.2497    0.2450    0.4300    0.0001   -2.2600    0.5000
   55.0000    0.5400    0.4957    1.4201    4.2521    8.1058    4.7115   10.5719    4.2458    0.2450    0.4288    0.0001   -2.2600    0.5000
   55.0000    0.5600    0.4957    1.4521    4.1968    8.1085    4.4742   10.6984    4.2389    0.2450    0.4109    0.0001   -2.2600    0.5000
   55.0000    0.5800    0.4957    1.4855    4.1501    8.1110    4.2693   10.8085    4.2333    0.2450    0.3925    0.0001   -2.2600    0.5000
   55.0000    0.6000    0.4957    1.5202    4.1089    8.1127    4.0844   10.9083    4.2282    0.2450    0.3833    0.0001   -2.2600    0.5000
   55.0000    0.6400    0.5001    1.5944    4.0305    8.1152    3.7247   11.1022    4.2193    0.2450    0.3711    0.0001   -2.2600    0.5000
   55.0000    0.7200    0.5092    1.7022    3.8976    8.1172    3.1365   11.4219    4.2060    0.2450    0.3674    0.0001   -2.2600    0.5000
   55.0000    0.7800    0.5139    1.7582    3.8215    8.1186    2.8107   11.6021    4.1993    0.2450    0.3643    0.0001   -2.2600    0.5000
   55.0000    0.9000    0.5216    1.8410    3.7444    8.1207    2.4821   11.7975    4.1901    0.2450    0.3554    0.0001   -2.2600    0.5000
   55.0000    0.4780    0.4757    1.2422    4.4159    8.0901    5.4918   10.1553    4.3058    0.2570    0.5323    0.0060   -0.4700    0.2300
   55.0000    0.4800    0.4757    1.2458    4.3895    8.0901    5.3846   10.2098    4.3042    0.2570    0.5355    0.0060   -0.4700    0.2300
   55.0000    0.4850    0.4757    1.2592    4.3420    8.0914    5.1852   10.3117    4.2995    0.2570    0.5248    0.0060   -0.4700    0.2300
   55.0000    0.4900    0.4757    1.2726    4.3050    8.0929    5.0282   10.3925    4.2953    0.2570    0.5100    0.0060   -0.4700    0.2300
   55.0000    0.4950    0.4757    1.2827    4.2735    8.0938    4.8967   10.4604    4.2918    0.2570    0.5035    0.0060   -0.4700    0.2300
   55.0000    0.5000    0.4757    1.2924    4.2455    8.0946    4.7795   10.5212    4.2888    0.2570    0.4987    0.0060   -0.4700    0.2300
   55.0000    0.5100    0.4757    1.3125    4.1988    8.0961    4.5810   10.6247    4.2836    0.2570    0.4884    0.0060   -0.4700    0.2300
   55.0000    0.5200    0.4757    1.3455    4.1550    8.0981    4.3813   10.7288    4.2782    0.2570    0.4717    0.0060   -0.4700    0.2300
   55.0000    0.5300    0.4785    1.3901    4.1139    8.0993    4.1806   10.8333    4.2724    0.2570    0.4672    0.0060   -0.4700    0.2300
   55.0000    0.5400    0.4815    1.4262    4.0801    8.0995    4.0174   10.9190    4.2668    0.2570    0.4723    0.0060   -0.4700    0.2300
   55.0000    0.5600    0.4865    1.5008    3.9883    8.1019    3.5911   11.1400    4.2579    0.2570    0.4569    0.0060   -0.4700    0.2300
   55.0000    0.6000    0.4926    1.6029    3.7558    8.1037    2.5894   11.6558    4.2489    0.2570    0.4451    0.0060   -0.4700    0.2300
   55.0000    0.6600    0.4965    1.6640    3.6895    8.1050    2.3042   11.8191    4.2431    0.2570    0.4443    0.0060   -0.4700    0.2300
   55.0000    0.7000    0.4978    1.6863    3.6790    8.1060    2.2656   11.8512    4.2415    0.2570    0.4351    0.0060   -0.4700    0.2300
   55.0000    0.7800    0.5002    1.7185    3.6694    8.1068    2.2422   11.8864    4.2381    0.2570    0.4325    0.0060   -0.4700    0.2300
   55.0000    0.9000    0.5031    1.7550    3.6647    8.1066    2.2488   11.9142    4.2344    0.2570    0.4383    0.0060   -0.4700    0.2300
   55.0000    0.4710    0.4690    1.2000    4.4020    8.0880    5.4719   10.1620    4.3222    0.2880    0.5332    0.0169    0.0000    0.0000
   55.0000    0.4730    0.4690    1.2048    4.3701    8.0883    5.3414   10.2282    4.3202    0.2880    0.5338    0.0169    0.0000    0.0000
   55.0000    0.4750    0.4690    1.2106    4.3456    8.0888    5.2394   10.2801    4.3182    0.2880    0.5292    0.0169    0.0000    0.0000
   55.0000    0.4800    0.4689    1.2235    4.2979    8.0900    5.0404   10.3819    4.3138    0.2880    0.5200    0.0169    0.0000    0.0000
   55.0000    0.4850    0.4690    1.2332    4.2593    8.0907    4.8810   10.4639    4.3104    0.2880    0.5173    0.0169    0.0000    0.0000
   55.0000    0.4900    0.4689    1.2462    4.2254    8.0920    4.7364   10.5383    4.3062    0.2880    0.5067    0.0169    0.0000    0.0000
   55.0000    0.4950    0.4690    1.2557    4.1942    8.0929    4.6065   10.6056    4.3037    0.2880    0.4988    0.0169    0.0000    0.0000
   55.0000    0.5000    0.4690    1.2683    4.1656    8.0938    4.4840   10.6689    4.3008    0.2880    0.4914    0.0169    0.0000    0.0000
   55.0000    0.5100    0.4697    1.3058    4.1166    8.0949    4.2587   10.7859    4.2952    0.2880    0.4870    0.0169    0.0000    0.0000
   55.0000    0.5200    0.4732    1.3505    4.0732    8.0959    4.0494   10.8948    4.2886    0.2880    0.4848    0.0169    0.0000    0.0000
   55.0000    0.5300    0.4763    1.3935    4.0236    8.0972    3.8159   11.0156    4.2827    0.2880    0.4785    0.0169    0.0000    0.0000
   55.0000    0.5400    0.4787    1.4348    3.9652    8.0987    3.5490   11.1531    4.2779    0.2880    0.4665    0.0169    0.0000    0.0000
   55.0000    0.5500    0.4602    1.4691    3.8983    8.0997    3.2551   11.3041    4.2738    0.2880    0.4617    0.0169    0.0000    0.0000
   55.0000    0.5600    0.4820    1.5025    3.8186    8.1012    2.9108   11.4801    4.2719    0.2880    0.4440    0.0169    0.0000    0.0000
   55.0000    0.5800    0.4815    1.5409    3.7157    8.1012    2.4760   11.7052    4.2681    0.2880    0.4536    0.0169    0.0000    0.0000
   55.0000    0.6200    0.4865    1.5832    3.6738    8.1018    2.2951   11.8102    4.2643    0.2880    0.4512    0.0169    0.0000    0.0000
   55.0000    0.6600    0.4883    1.6075    3.6599    8.1027    2.2424   11.8500    4.2620    0.2880    0.4450    0.0169    0.0000    0.0000
   55.0000    0.7000    0.4896    1.6270    3.6530    8.1026    2.2213   11.8732    4.2602    0.2880    0.4481    0.0169    0.0000    0.0000
   55.0000    0.9000    0.4938    1.6868    3.6429    8.1042    2.2297   11.9237    4.2542    0.2880    0.4396    0.0169    0.0000    0.0000
   55.0000    0.4670    0.4649    1.1193    4.3701    8.0846    5.4211   10.1855    4.3473    0.2920    0.5306    0.0400    0.3900    0.0000
   55.0000    0.4680    0.4649    1.1221    4.3517    8.0849    5.3458   10.2237    4.3461    0.2920    0.5314    0.0400    0.3900    0.0000
   55.0000    0.4700    0.4649    1.1277    4.3226    8.0853    5.2257   10.2846    4.3442    0.2920    0.5274    0.0400    0.3900    0.0000
   55.0000    0.4750    0.4649    1.1397    4.2684    8.0861    5.0015   10.3991    4.3402    0.2920    0.5186    0.0400    0.3900    0.0000
   55.0000    0.4800    0.4649    1.1514    4.2249    8.0873    4.8202   10.4920    4.3364    0.2920    0.5112    0.0400    0.3900    0.0000
   55.0000    0.4850    0.4649    1.1634    4.1866    8.0883    4.6594   10.5746    4.3327    0.2920    0.5032    0.0400    0.3900    0.0000
   55.0000    0.4900    0.4649    1.1752    4.1530    8.0888    4.5176   10.6477    4.3300    0.2920    0.5042    0.0400    0.3900    0.0000
   55.0000    0.5000    0.4659    1.2262    4.0935    8.0902    4.2372   10.7924    4.3235    0.2920    0.4930    0.0400    0.3900    0.0000
   55.0000    0.5100    0.4698    1.2814    4.0401    8.0918    3.9776   10.9264    4.3163    0.2920    0.4843    0.0400    0.3900    0.0000
   55.0000    0.5200    0.4728    1.3334    3.9763    8.0930    3.6787   11.0801    4.3104    0.2920    0.4811    0.0400    0.3900    0.0000
   55.0000    0.5300    0.4751    1.3876    3.8907    8.0940    3.2903   11.2784    4.3066    0.2920    0.4744    0.0400    0.3900    0.0000
   55.0000    0.5400    0.4767    1.4188    3.7964    8.0963    2.8898   11.4827    4.3035    0.2920    0.4506    0.0400    0.3900    0.0000
   55.0000    0.5600    0.4787    1.4661    3.6898    8.0970    2.4321   11.7196    4.3000    0.2920    0.4490    0.0400    0.3900    0.0000
   55.0000    0.5800    0.4799    1.4944    3.6629    8.0962    2.3114   11.7874    4.2984    0.2920    0.4595    0.0400    0.3900    0.0000
   55.0000    0.6000    0.4808    1.5107    3.6492    8.0969    2.2551   11.8230    4.2969    0.2920    0.4538    0.0400    0.3900    0.0000
   55.0000    0.7000    0.4840    1.5629    3.6265    8.0976    2.1790   11.8944    4.2924    0.2920    0.4531    0.0400    0.3900    0.0000
   55.0000    0.8000    0.4860    1.5952    3.6207    8.0980    2.1816   11.9222    4.2892    0.2920    0.4530    0.0400    0.3900    0.0000
   55.0000    0.4610    0.4587    1.0933    4.3429    8.0847    5.3328   10.2269    4.3592    0.2890    0.5110    0.0600    0.5800    0.0000
   55.0000    0.4630    0.4587    1.1004    4.3075    8.0857    5.1861   10.3012    4.3568    0.2890    0.5043    0.0600    0.5800    0.0000
   55.0000    0.4650    0.4589    1.1047    4.2799    8.0857    5.0733   10.3585    4.3552    0.2890    0.5050    0.0600    0.5800    0.0000
   55.0000    0.4700    0.4587    1.1184    4.2238    8.0872    4.8396   10.4777    4.3513    0.2890    0.4910    0.0600    0.5800    0.0000
   55.0000    0.4750    0.4587    1.1274    4.1776    8.0877    4.6507   10.5745    4.3477    0.2890    0.4960    0.0600    0.5800    0.0000
   55.0000    0.4800    0.4587    1.1371    4.1367    8.0881    4.4820   10.6610    4.3453    0.2890    0.4915    0.0600    0.5800    0.0000
   55.0000    0.4900    0.4589    1.1766    4.0629    8.0907    4.1563   10.8284    4.3387    0.2890    0.4725    0.0600    0.5800    0.0000
   55.0000    0.5000    0.4622    1.2276    3.9997    8.0921    3.8609   10.9805    4.3317    0.2890    0.4634    0.0600    0.5800    0.0000
   55.0000    0.5100    0.4650    1.2725    3.9264    8.0936    3.5315   11.1495    4.3262    0.2890    0.4534    0.0600    0.5800    0.0000
   55.0000    0.5200    0.4454    1.3159    3.8330    8.0946    3.1226   11.3582    4.3222    0.2890    0.4477    0.0600    0.5800    0.0000
   55.0000    0.5400    0.4395    1.3716    3.6921    8.0960    2.5201   11.6675    4.3182    0.2890    0.4408    0.0600    0.5800    0.0000
   55.0000    0.5600    0.4690    1.4013    3.6590    8.0963    2.3737   11.7486    4.3161    0.2890    0.4390    0.0600    0.5800    0.0000
   55.0000    0.6000    0.4722    1.4358    3.6356    8.0968    2.2759   11.8126    4.3140    0.2890    0.4379    0.0600    0.5800    0.0000
   55.0000    0.7000    0.4745    1.4838    3.6180    8.0976    2.2240   11.8720    4.3104    0.2890    0.4338    0.0600    0.5800    0.0000
   55.0000    0.8000    0.4767    1.5170    3.6128    8.0974    2.2284   11.8987    4.3076    0.2890    0.4383    0.0600    0.5800    0.0000
   55.0000    0.9000    0.4782    1.5404    3.6124    8.0989    2.2545   11.9113    4.3054    0.2890    0.4261    0.0600    0.5800    0.0000
   55.0000    0.4570    0.4544    1.0686    4.3643    8.0807    5.4393   10.1718    4.3658    0.3560    0.5536    0.0400    0.4300    0.0000
   55.0000    0.4590    0.4544    1.0736    4.3398    8.0808    5.3384   10.2232    4.3638    0.3560    0.5572    0.0400    0.4300    0.0000
   55.0000    0.4610    0.4544    1.0820    4.3194    8.0819    5.2505   10.2681    4.3610    0.3560    0.5454    0.0400    0.4300    0.0000
   55.0000    0.4650    0.4544    1.0918    4.2869    8.0824    5.1143   10.3381    4.3573    0.3560    0.5441    0.0400    0.4300    0.0000
   55.0000    0.4700    0.4544    1.1066    4.2527    8.0840    4.9668   10.4141    4.3529    0.3560    0.5316    0.0400    0.4300    0.0000
   55.0000    0.4750    0.4544    1.1222    4.2239    8.0849    4.8408   10.4794    4.3489    0.3560    0.5246    0.0400    0.4300    0.0000
   55.0000    0.4800    0.4543    1.1473    4.2009    8.0850    4.7285   10.5379    4.3454    0.3560    0.5273    0.0400    0.4300    0.0000
   55.0000    0.4900    0.4593    1.2180    4.1717    8.0869    4.5498   10.6316    4.3351    0.3560    0.5198    0.0400    0.4300    0.0000
   55.0000    0.5000    0.4647    1.2834    4.1416    8.0893    4.3733   10.7243    4.3247    0.3560    0.5048    0.0400    0.4300    0.0000
   55.0000    0.5100    0.4692    1.3526    4.1018    8.0921    4.1529   10.8387    4.3156    0.3560    0.4867    0.0400    0.4300    0.0000
   55.0000    0.5200    0.4731    1.4225    4.0475    8.0940    3.8743   10.9823    4.3090    0.3560    0.4705    0.0400    0.4300    0.0000
   55.0000    0.5300    0.4765    1.4874    3.9781    8.0945    3.5401   11.1535    4.3042    0.3560    0.4725    0.0400    0.4300    0.0000
   55.0000    0.5400    0.4789    1.5374    3.8946    8.0954    3.1642   11.3455    4.3006    0.3560    0.4677    0.0400    0.4300    0.0000
   55.0000    0.5500    0.4806    1.5756    3.7983    8.0960    2.7486   11.5573    4.2980    0.3560    0.4643    0.0400    0.4300    0.0000
   55.0000    0.5750    0.4833    1.6291    3.6762    8.0963    2.2262   11.8282    4.2941    0.3560    0.4661    0.0400    0.4300    0.0000
   55.0000    0.7000    0.4895    1.7107    3.6243    8.0976    2.0225   11.9728    4.2855    0.3560    0.4641    0.0400    0.4300    0.0000
   55.0000    0.8000    0.4925    1.7432    3.6175    8.0981    2.0207   12.0027    4.2812    0.3560    0.4633    0.0400    0.4300    0.0000
   55.0000    0.9000    0.4947    1.7677    3.6162    8.0989    2.0419   12.0176    4.2777    0.3560    0.4608    0.0400    0.4300    0.0000
   55.0000    0.4400    0.4343    0.9512    4.3395    8.0741    5.4412   10.1626    4.4075    0.4590    0.5738    0.0600    0.7100    0.0000
   55.0000    0.4450    0.4343    0.9668    4.3092    8.0748    5.3091   10.2310    4.4019    0.4590    0.5737    0.0600    0.7100    0.0000
   55.0000    0.4500    0.4343    0.9906    4.2877    8.0756    5.2045   10.2859    4.3967    0.4590    0.5709    0.0600    0.7100    0.0000
   55.0000    0.4550    0.4360    1.0423    4.2783    8.0772    5.1199   10.3305    4.3896    0.4590    0.5601    0.0600    0.7100    0.0000
   55.0000    0.4600    0.4401    1.0700    4.2765    8.0786    5.0893   10.3482    4.3809    0.4590    0.5546    0.0600    0.7100    0.0000
   55.0000    0.4700    0.4481    1.1320    4.2715    8.0822    5.0170   10.3890    4.3650    0.4590    0.5305    0.0600    0.7100    0.0000
   55.0000    0.4800    0.4559    1.1900    4.2664    8.0858    4.9479   10.4281    4.3491    0.4590    0.5153    0.0600    0.7100    0.0000
   55.0000    0.4900    0.4636    1.2515    4.2607    8.0885    4.8721   10.4705    4.3351    0.4590    0.4980    0.0600    0.7100    0.0000
   55.0000    0.5000    0.4711    1.3194    4.2527    8.0916    4.7810   10.5204    4.3221    0.4590    0.4796    0.0600    0.7100    0.0000
   55.0000    0.5100    0.4782    1.3939    4.2407    8.0941    4.6676   10.5814    4.3108    0.4590    0.4683    0.0600    0.7100    0.0000
   55.0000    0.5200    0.4848    1.4619    4.2228    8.1002    4.5363   10.6513    4.3012    0.4590    0.4410    0.0600    0.7100    0.0000
   55.0000    0.5400    0.4972    1.6381    4.1711    8.0980    4.1695   10.8429    4.2820    0.4590    0.4638    0.0600    0.7100    0.0000
   55.0000    0.5500    0.5025    1.7160    4.1303    8.0977    3.9364   10.9634    4.2747    0.4590    0.4774    0.0600    0.7100    0.0000
   55.0000    0.5750    0.5113    1.8565    3.9685    8.1024    3.1682   11.3571    4.2631    0.4590    0.4495    0.0600    0.7100    0.0000
   55.0000    0.6000    0.5162    1.9275    3.7595    8.1048    2.2794   11.8109    4.2557    0.4590    0.4382    0.0600    0.7100    0.0000
   55.0000    0.6500    0.5235    1.9973    3.6235    8.1040    1.7003   12.1178    4.2473    0.4590    0.4445    0.0600    0.7100    0.0000
   55.0000    0.7000    0.5274    2.0256    3.6073    8.1050    1.6397   12.1641    4.2422    0.4590    0.4417    0.0600    0.7100    0.0000
#   age       Mc        Msh       logL      logT      logTc     logg      logR      logrhoc   Y         Yc        Z         FeH       OFe       
   56.0000    0.4880    0.4852    1.2955    4.4416    8.0945    5.5502   10.1305    4.2860    0.2470    0.5025    0.0006   -1.4800    0.6000
   56.0000    0.4900    0.4852    1.3013    4.4241    8.0953    5.4760   10.1685    4.2843    0.2470    0.4949    0.0006   -1.4800    0.6000
   56.0000    0.4950    0.4852    1.3130    4.3822    8.0963    5.3012   10.2582    4.2801    0.2470    0.4893    0.0006   -1.4800    0.6000
   56.0000    0.5000    0.4852    1.3256    4.3506    8.0976    5.1664   10.3277    4.2758    0.2470    0.4813    0.0006   -1.4800    0.6000
   56.0000    0.5050    0.4853    1.3342    4.3236    8.0984    5.0544   10.3859    4.2732    0.2470    0.4750    0.0006   -1.4800    0.6000
   56.0000    0.5100    0.4852    1.3441    4.3000    8.0993    4.9542   10.4381    4.2703    0.2470    0.4676    0.0006   -1.4800    0.6000
   56.0000    0.5200    0.4852    1.3626    4.2574    8.1008    4.7738   10.5325    4.2650    0.2470    0.4579    0.0006   -1.4800    0.6000
   56.0000    0.5300    0.4852    1.3816    4.2241    8.1020    4.6299   10.6086    4.2601    0.2470    0.4510    0.0006   -1.4800    0.6000
   56.0000    0.5400    0.4852    1.4036    4.1935    8.1032    4.4937   10.6808    4.2560    0.2470    0.4441    0.0006   -1.4800    0.6000
   56.0000    0.5600    0.4871    1.4646    4.1364    8.1058    4.2197   10.8257    4.2479    0.2470    0.4267    0.0006   -1.4800    0.6000
   56.0000    0.5900    0.4941    1.5513    4.0535    8.1084    3.8243   11.0347    4.2369    0.2470    0.4135    0.0006   -1.4800    0.6000
   56.0000    0.6100    0.4960    1.6015    3.9915    8.1094    3.5408   11.1838    4.2310    0.2470    0.4110    0.0006   -1.4800    0.6000
   56.0000    0.6300    0.4980    1.6412    3.9289    8.1108    3.2645   11.3289    4.2268    0.2470    0.4035    0.0006   -1.4800    0.6000
   56.0000    0.6500    0.4961    1.6735    3.8663    8.1116    2.9958   11.4700    4.2233    0.2470    0.3995    0.0006   -1.4800    0.6000
   56.0000    0.7000    0.5052    1.7333    3.7441    8.1120    2.4792   11.7444    4.2175    0.2470    0.4006    0.0006   -1.4800    0.6000
   56.0000    0.7800    0.5124    1.7884    3.7164    8.1132    2.3602   11.8274    4.2118    0.2470    0.3989    0.0006   -1.4800    0.6000
   56.0000    0.9000    0.5163    1.8417    3.7070    8.1148    2.3315   11.8728    4.2065    0.2470    0.3909    0.0006   -1.4800    0.6000
   56.0000    0.4980    0.4956    1.3446    4.4610    8.0995    5.5873   10.1164    4.2692    0.2450    0.4663    0.0001   -2.2600    0.5000
   56.0000    0.5000    0.4957    1.3484    4.4385    8.0996    5.4954   10.1632    4.2675    0.2450    0.4681    0.0001   -2.2600    0.5000
   56.0000    0.5050    0.4957    1.3610    4.3984    8.1010    5.3270   10.2496    4.2634    0.2450    0.4576    0.0001   -2.2600    0.5000
   56.0000    0.5100    0.4957    1.3710    4.3682    8.1018    5.2002   10.3151    4.2600    0.2450    0.4527    0.0001   -2.2600    0.5000
   56.0000    0.5150    0.4956    1.3827    4.3426    8.1035    5.0904   10.3722    4.2570    0.2450    0.4390    0.0001   -2.2600    0.5000
   56.0000    0.5200    0.4957    1.3902    4.3206    8.1038    4.9990   10.4199    4.2544    0.2450    0.4389    0.0001   -2.2600    0.5000
   56.0000    0.5300    0.4957    1.4093    4.2817    8.1061    4.8327   10.5073    4.2498    0.2450    0.4203    0.0001   -2.2600    0.5000
   56.0000    0.5400    0.4957    1.4225    4.2515    8.1067    4.7065   10.5744    4.2459    0.2450    0.4193    0.0001   -2.2600    0.5000
   56.0000    0.5600    0.4957    1.4545    4.1959    8.1094    4.4685   10.7012    4.2390    0.2450    0.4013    0.0001   -2.2600    0.5000
   56.0000    0.5800    0.4957    1.4879    4.1491    8.1121    4.2629   10.8118    4.2337    0.2450    0.3821    0.0001   -2.2600    0.5000
   56.0000    0.6000    0.4957    1.5223    4.1078    8.1138    4.0781   10.9115    4.2286    0.2450    0.3729    0.0001   -2.2600    0.5000
   56.0000    0.6400    0.5002    1.5958    4.0296    8.1164    3.7196   11.1048    4.2197    0.2450    0.3601    0.0001   -2.2600    0.5000
   56.0000    0.7200    0.5094    1.7029    3.8973    8.1183    3.1346   11.4228    4.2061    0.2450    0.3555    0.0001   -2.2600    0.5000
   56.0000    0.7800    0.5141    1.7589    3.8214    8.1198    2.8098   11.6026    4.1993    0.2450    0.3529    0.0001   -2.2600    0.5000
   56.0000    0.9000    0.5220    1.8418    3.7445    8.1222    2.4816   11.7978    4.1902    0.2450    0.3433    0.0001   -2.2600    0.5000
   56.0000    0.4780    0.4757    1.2441    4.4159    8.0906    5.4895   10.1564    4.3054    0.2570    0.5254    0.0060   -0.4700    0.2300
   56.0000    0.4800    0.4757    1.2478    4.3894    8.0906    5.3820   10.2111    4.3038    0.2570    0.5286    0.0060   -0.4700    0.2300
   56.0000    0.4850    0.4757    1.2613    4.3417    8.0919    5.1822   10.3132    4.2991    0.2570    0.5178    0.0060   -0.4700    0.2300
   56.0000    0.4900    0.4757    1.2746    4.3046    8.0935    5.0247   10.3942    4.2949    0.2570    0.5028    0.0060   -0.4700    0.2300
   56.0000    0.4950    0.4757    1.2848    4.2731    8.0944    4.8928   10.4623    4.2915    0.2570    0.4961    0.0060   -0.4700    0.2300
   56.0000    0.5000    0.4757    1.2945    4.2450    8.0952    4.7751   10.5233    4.2885    0.2570    0.4911    0.0060   -0.4700    0.2300
   56.0000    0.5100    0.4757    1.3145    4.1981    8.0967    4.5762   10.6272    4.2834    0.2570    0.4807    0.0060   -0.4700    0.2300
   56.0000    0.5200    0.4757    1.3473    4.1542    8.0988    4.3763   10.7313    4.2779    0.2570    0.4637    0.0060   -0.4700    0.2300
   56.0000    0.5300    0.4786    1.3910    4.1133    8.1000    4.1773   10.8349    4.2720    0.2570    0.4589    0.0060   -0.4700    0.2300
   56.0000    0.5400    0.4816    1.4266    4.0798    8.1003    4.0158   10.9198    4.2665    0.2570    0.4638    0.0060   -0.4700    0.2300
   56.0000    0.5600    0.4866    1.5004    3.9888    8.1027    3.5937   11.1387    4.2575    0.2570    0.4484    0.0060   -0.4700    0.2300
   56.0000    0.6000    0.4928    1.6023    3.7577    8.1047    2.5974   11.6518    4.2484    0.2570    0.4363    0.0060   -0.4700    0.2300
   56.0000    0.6600    0.4967    1.6639    3.6897    8.1060    2.3054   11.8185    4.2426    0.2570    0.4343    0.0060   -0.4700    0.2300
   56.0000    0.7000    0.4981    1.6863    3.6792    8.1070    2.2662   11.8509    4.2409    0.2570    0.4258    0.0060   -0.4700    0.2300
   56.0000    0.7800    0.5005    1.7186    3.6695    8.1078    2.2426   11.8862    4.2375    0.2570    0.4224    0.0060   -0.4700    0.2300
   56.0000    0.9000    0.5035    1.7554    3.6647    8.1077    2.2487   11.9142    4.2337    0.2570    0.4286    0.0060   -0.4700    0.2300
   56.0000    0.4710    0.4690    1.2020    4.4019    8.0886    5.4695   10.1632    4.3218    0.2880    0.5266    0.0169    0.0000    0.0000
   56.0000    0.4730    0.4690    1.2068    4.3700    8.0888    5.3387   10.2295    4.3198    0.2880    0.5273    0.0169    0.0000    0.0000
   56.0000    0.4750    0.4690    1.2126    4.3454    8.0893    5.2365   10.2816    4.3178    0.2880    0.5226    0.0169    0.0000    0.0000
   56.0000    0.4800    0.4689    1.2255    4.2976    8.0906    5.0370   10.3836    4.3134    0.2880    0.5132    0.0169    0.0000    0.0000
   56.0000    0.4850    0.4690    1.2352    4.2589    8.0912    4.8771   10.4658    4.3100    0.2880    0.5105    0.0169    0.0000    0.0000
   56.0000    0.4900    0.4689    1.2482    4.2248    8.0925    4.7319   10.5405    4.3058    0.2880    0.4998    0.0169    0.0000    0.0000
   56.0000    0.4950    0.4690    1.2578    4.1935    8.0935    4.6015   10.6080    4.3034    0.2880    0.4915    0.0169    0.0000    0.0000
   56.0000    0.5000    0.4690    1.2703    4.1648    8.0945    4.4788   10.6715    4.3006    0.2880    0.4840    0.0169    0.0000    0.0000
   56.0000    0.5100    0.4697    1.3072    4.1158    8.0956    4.2540   10.7882    4.2949    0.2880    0.4796    0.0169    0.0000    0.0000
   56.0000    0.5200    0.4732    1.3512    4.0727    8.0966    4.0464   10.8963    4.2883    0.2880    0.4773    0.0169    0.0000    0.0000
   56.0000    0.5300    0.4763    1.3935    4.0234    8.0979    3.8152   11.0160    4.2823    0.2880    0.4703    0.0169    0.0000    0.0000
   56.0000    0.5400    0.4788    1.4343    3.9657    8.0994    3.5514   11.1520    4.2775    0.2880    0.4586    0.0169    0.0000    0.0000
   56.0000    0.5500    0.4598    1.4684    3.8993    8.1005    3.2601   11.3016    4.2733    0.2880    0.4535    0.0169    0.0000    0.0000
   56.0000    0.5600    0.4821    1.5022    3.8199    8.1020    2.9164   11.4773    4.2716    0.2880    0.4354    0.0169    0.0000    0.0000
   56.0000    0.5800    0.4812    1.5403    3.7164    8.1020    2.4795   11.7035    4.2676    0.2880    0.4449    0.0169    0.0000    0.0000
   56.0000    0.6200    0.4866    1.5828    3.6740    8.1027    2.2963   11.8096    4.2638    0.2880    0.4422    0.0169    0.0000    0.0000
   56.0000    0.6600    0.4885    1.6073    3.6601    8.1036    2.2433   11.8496    4.2616    0.2880    0.4361    0.0169    0.0000    0.0000
   56.0000    0.7000    0.4898    1.6268    3.6532    8.1035    2.2220   11.8729    4.2597    0.2880    0.4392    0.0169    0.0000    0.0000
   56.0000    0.9000    0.4941    1.6868    3.6430    8.1051    2.2300   11.9236    4.2536    0.2880    0.4304    0.0169    0.0000    0.0000
   56.0000    0.4670    0.4649    1.1209    4.3699    8.0851    5.4190   10.1866    4.3471    0.2920    0.5247    0.0400    0.3900    0.0000
   56.0000    0.4680    0.4649    1.1238    4.3515    8.0853    5.3435   10.2248    4.3459    0.2920    0.5250    0.0400    0.3900    0.0000
   56.0000    0.4700    0.4649    1.1293    4.3224    8.0857    5.2233   10.2858    4.3439    0.2920    0.5215    0.0400    0.3900    0.0000
   56.0000    0.4750    0.4649    1.1414    4.2681    8.0866    4.9985   10.4006    4.3399    0.2920    0.5127    0.0400    0.3900    0.0000
   56.0000    0.4800    0.4649    1.1530    4.2245    8.0877    4.8168   10.4937    4.3362    0.2920    0.5053    0.0400    0.3900    0.0000
   56.0000    0.4850    0.4649    1.1651    4.1860    8.0888    4.6555   10.5766    4.3325    0.2920    0.4971    0.0400    0.3900    0.0000
   56.0000    0.4900    0.4649    1.1767    4.1523    8.0892    4.5135   10.6498    4.3298    0.2920    0.4983    0.0400    0.3900    0.0000
