#   age       Mc        Msh       logL      logT      logTc     logg      logR      logrhoc   Y         Yc        Z         FeH       OFe       
   15.0000    0.4900    0.4649    1.1145    4.1796    8.0708    4.6849   10.5642    4.3440    0.2920    0.7797    0.0400    0.3900    0.0000
   15.0000    0.5000    0.4649    1.2094    4.1095    8.0713    4.3182   10.7519    4.3399    0.2920    0.7774    0.0400    0.3900    0.0000
   15.0000    0.5100    0.4659    1.3542    3.9972    8.0716    3.7331   11.0487    4.3384    0.2920    0.7773    0.0400    0.3900    0.0000
   15.0000    0.5200    0.4673    1.4353    3.8638    8.0718    3.1265   11.3562    4.3371    0.2920    0.7758    0.0400    0.3900    0.0000
   15.0000    0.5300    0.4681    1.4778    3.7321    8.0719    2.5656   11.6408    4.3364    0.2920    0.7752    0.0400    0.3900    0.0000
   15.0000    0.5400    0.4686    1.5012    3.6857    8.0721    2.3653   11.7450    4.3355    0.2920    0.7728    0.0400    0.3900    0.0000
   15.0000    0.5600    0.4690    1.5273    3.6546    8.0722    2.2300   11.8205    4.3348    0.2920    0.7729    0.0400    0.3900    0.0000
   15.0000    0.5800    0.4693    1.5436    3.6414    8.0722    2.1761   11.8551    4.3345    0.2920    0.7726    0.0400    0.3900    0.0000
   15.0000    0.6000    0.4695    1.5554    3.6340    8.0723    2.1496   11.8757    4.3342    0.2920    0.7712    0.0400    0.3900    0.0000
   15.0000    0.7000    0.4705    1.5956    3.6175    8.0723    2.1104   11.9288    4.3336    0.2920    0.7733    0.0400    0.3900    0.0000
   15.0000    0.8000    0.4710    1.6208    3.6143    8.0725    2.1302   11.9479    4.3328    0.2920    0.7714    0.0400    0.3900    0.0000
   15.0000    0.4610    0.4587    1.0107    4.3522    8.0671    5.4528   10.1669    4.3724    0.2890    0.7760    0.0600    0.5800    0.0000
   15.0000    0.4630    0.4587    1.0163    4.3203    8.0674    5.3215   10.2335    4.3702    0.2890    0.7747    0.0600    0.5800    0.0000
   15.0000    0.4650    0.4589    1.0214    4.2956    8.0677    5.2195   10.2854    4.3682    0.2890    0.7743    0.0600    0.5800    0.0000
   15.0000    0.4700    0.4587    1.0338    4.2465    8.0683    5.0151   10.3899    4.3638    0.2890    0.7711    0.0600    0.5800    0.0000
   15.0000    0.4750    0.4587    1.0458    4.2062    8.0689    4.8466   10.4765    4.3600    0.2890    0.7691    0.0600    0.5800    0.0000
   15.0000    0.4800    0.4587    1.0622    4.1701    8.0694    4.6903   10.5569    4.3567    0.2890    0.7673    0.0600    0.5800    0.0000
   15.0000    0.4900    0.4587    1.1423    4.0951    8.0702    4.3190   10.7470    4.3517    0.2890    0.7632    0.0600    0.5800    0.0000
   15.0000    0.5000    0.4595    1.2877    3.9778    8.0706    3.7135   11.0542    4.3502    0.2890    0.7590    0.0600    0.5800    0.0000
   15.0000    0.5100    0.4608    1.3735    3.8324    8.0706    3.0545   11.3880    4.3486    0.2890    0.7636    0.0600    0.5800    0.0000
   15.0000    0.5200    0.4614    1.4172    3.7079    8.0707    2.5214   11.6587    4.3482    0.2890    0.7594    0.0600    0.5800    0.0000
   15.0000    0.5400    0.4583    1.4530    3.6541    8.0710    2.2864   11.7844    4.3471    0.2890    0.7580    0.0600    0.5800    0.0000
   15.0000    0.5600    0.4625    1.4728    3.6362    8.0711    2.2110   11.8300    4.3467    0.2890    0.7582    0.0600    0.5800    0.0000
   15.0000    0.6000    0.4630    1.5001    3.6212    8.0708    2.1536   11.8737    4.3462    0.2890    0.7639    0.0600    0.5800    0.0000
   15.0000    0.7000    0.4637    1.5388    3.6073    8.0710    2.1264   11.9208    4.3456    0.2890    0.7628    0.0600    0.5800    0.0000
   15.0000    0.8000    0.4643    1.5646    3.6047    8.0710    2.1481   11.9390    4.3449    0.2890    0.7618    0.0600    0.5800    0.0000
   15.0000    0.9000    0.4646    1.5849    3.6052    8.0713    2.1810   11.9481    4.3442    0.2890    0.7607    0.0600    0.5800    0.0000
   15.0000    0.4570    0.4544    1.0032    4.3703    8.0656    5.5289   10.1270    4.3808    0.3560    0.8000    0.0400    0.4300    0.0000
   15.0000    0.4590    0.4544    1.0092    4.3476    8.0659    5.4337   10.1754    4.3787    0.3560    0.7987    0.0400    0.4300    0.0000
   15.0000    0.4610    0.4551    1.0149    4.3292    8.0662    5.3564   10.2151    4.3765    0.3560    0.7976    0.0400    0.4300    0.0000
   15.0000    0.4650    0.4544    1.0260    4.2993    8.0668    5.2295   10.2804    4.3724    0.3560    0.7944    0.0400    0.4300    0.0000
   15.0000    0.4700    0.4544    1.0402    4.2687    8.0675    5.0975   10.3487    4.3678    0.3560    0.7919    0.0400    0.4300    0.0000
   15.0000    0.4750    0.4544    1.0608    4.2425    8.0680    4.9767   10.4115    4.3638    0.3560    0.7899    0.0400    0.4300    0.0000
   15.0000    0.4800    0.4543    1.1043    4.2181    8.0683    4.8403   10.4819    4.3606    0.3560    0.7899    0.0400    0.4300    0.0000
   15.0000    0.4900    0.4559    1.3278    4.1454    8.0688    4.3347   10.7392    4.3576    0.3560    0.7881    0.0400    0.4300    0.0000
   15.0000    0.5000    0.4588    1.4582    4.0510    8.0694    3.8353   10.9934    4.3538    0.3560    0.7851    0.0400    0.4300    0.0000
   15.0000    0.5100    0.4605    1.5422    3.9281    8.0697    3.2686   11.2810    4.3515    0.3560    0.7840    0.0400    0.4300    0.0000
   15.0000    0.5200    0.4613    1.5906    3.7870    8.0700    2.6640   11.5875    4.3499    0.3560    0.7828    0.0400    0.4300    0.0000
   15.0000    0.5300    0.4620    1.6202    3.6950    8.0700    2.2752   11.7860    4.3496    0.3560    0.7821    0.0400    0.4300    0.0000
   15.0000    0.5400    0.4623    1.6372    3.6676    8.0700    2.1560   11.8496    4.3492    0.3560    0.7830    0.0400    0.4300    0.0000
   15.0000    0.5500    0.4626    1.6492    3.6533    8.0700    2.0951   11.8841    4.3491    0.3560    0.7828    0.0400    0.4300    0.0000
   15.0000    0.5750    0.4631    1.6692    3.6365    8.0701    2.0273   11.9277    4.3486    0.3560    0.7834    0.0400    0.4300    0.0000
   15.0000    0.7000    0.4644    1.7184    3.6134    8.0703    1.9710   11.9985    4.3469    0.3560    0.7845    0.0400    0.4300    0.0000
   15.0000    0.8000    0.4651    1.7416    3.6111    8.0703    1.9969   12.0146    4.3462    0.3560    0.7838    0.0400    0.4300    0.0000
   15.0000    0.9000    0.4657    1.7600    3.6117    8.0704    2.0320   12.0226    4.3454    0.3560    0.7834    0.0400    0.4300    0.0000
   15.0000    0.4400    0.4351    0.8927    4.3456    8.0610    5.5238   10.1213    4.4166    0.4590    0.7972    0.0600    0.7100    0.0000
   15.0000    0.4450    0.4343    0.9110    4.3173    8.0618    5.3972   10.1871    4.4103    0.4590    0.7944    0.0600    0.7100    0.0000
   15.0000    0.4500    0.4343    0.9436    4.2973    8.0622    5.2896   10.2432    4.4049    0.4590    0.7992    0.0600    0.7100    0.0000
   15.0000    0.4550    0.4344    1.0671    4.2852    8.0631    5.1224   10.3292    4.4008    0.4590    0.7906    0.0600    0.7100    0.0000
   15.0000    0.4600    0.4376    1.2229    4.2765    8.0637    4.9367   10.4245    4.3960    0.4590    0.7907    0.0600    0.7100    0.0000
   15.0000    0.4700    0.4432    1.4192    4.2387    8.0651    4.5984   10.5983    4.3861    0.4590    0.7860    0.0600    0.7100    0.0000
   15.0000    0.4800    0.4475    1.5890    4.1643    8.0662    4.1403   10.8320    4.3794    0.4590    0.7822    0.0600    0.7100    0.0000
   15.0000    0.4900    0.4498    1.7218    4.0352    8.0668    3.5003   11.1564    4.3772    0.4590    0.7913    0.0600    0.7100    0.0000
   15.0000    0.5000    0.4524    1.7820    3.9101    8.0673    2.9481   11.4369    4.3726    0.4590    0.7802    0.0600    0.7100    0.0000
   15.0000    0.5100    0.4521    1.8261    3.7277    8.0673    2.1831   11.8237    4.3739    0.4590    0.7888    0.0600    0.7100    0.0000
   15.0000    0.5200    0.4526    1.8460    3.6601    8.0673    1.9014   11.9688    4.3732    0.4590    0.7892    0.0600    0.7100    0.0000
   15.0000    0.5400    0.4534    1.8686    3.6240    8.0671    1.7507   12.0523    4.3724    0.4590    0.7912    0.0600    0.7100    0.0000
   15.0000    0.5500    0.4537    1.8762    3.6171    8.0671    1.7235   12.0699    4.3724    0.4590    0.7921    0.0600    0.7100    0.0000
   15.0000    0.5750    0.4555    1.8861    3.6079    8.0700    1.6959   12.0933    4.3695    0.4590    0.7767    0.0600    0.7100    0.0000
   15.0000    0.6000    0.4563    1.8997    3.6021    8.0683    1.6775   12.1117    4.3674    0.4590    0.7804    0.0600    0.7100    0.0000
   15.0000    0.6500    0.4575    1.9225    3.5940    8.0672    1.6570   12.1394    4.3661    0.4590    0.7905    0.0600    0.7100    0.0000
   15.0000    0.7000    0.4580    1.9342    3.5914    8.0674    1.6676   12.1503    4.3652    0.4590    0.7898    0.0600    0.7100    0.0000
#   age       Mc        Msh       logL      logT      logTc     logg      logR      logrhoc   Y         Yc        Z         FeH       OFe       
   16.0000    0.4880    0.4860    1.2186    4.4453    8.0748    5.6417   10.0849    4.3144    0.2470    0.7971    0.0006   -1.4800    0.6000
   16.0000    0.4900    0.4852    1.2231    4.4290    8.0751    5.5740   10.1196    4.3124    0.2470    0.7944    0.0006   -1.4800    0.6000
   16.0000    0.4950    0.4852    1.2346    4.3905    8.0758    5.4131   10.2022    4.3077    0.2470    0.7914    0.0006   -1.4800    0.6000
   16.0000    0.5000    0.4852    1.2464    4.3621    8.0764    5.2915   10.2652    4.3032    0.2470    0.7893    0.0006   -1.4800    0.6000
   16.0000    0.5050    0.4853    1.2548    4.3377    8.0768    5.1905   10.3179    4.3001    0.2470    0.7869    0.0006   -1.4800    0.6000
   16.0000    0.5100    0.4852    1.2645    4.3167    8.0774    5.1007   10.3649    4.2967    0.2470    0.7846    0.0006   -1.4800    0.6000
   16.0000    0.5200    0.4852    1.2851    4.2789    8.0781    4.9373   10.4508    4.2910    0.2470    0.7818    0.0006   -1.4800    0.6000
   16.0000    0.5300    0.4852    1.3098    4.2486    8.0789    4.7998   10.5237    4.2856    0.2470    0.7785    0.0006   -1.4800    0.6000
   16.0000    0.5400    0.4852    1.3438    4.2184    8.0794    4.6533   10.6010    4.2819    0.2470    0.7760    0.0006   -1.4800    0.6000
   16.0000    0.5600    0.4852    1.4416    4.1498    8.0801    4.2965   10.7873    4.2773    0.2470    0.7730    0.0006   -1.4800    0.6000
   16.0000    0.5900    0.4869    1.5834    4.0137    8.0802    3.6328   11.1305    4.2763    0.2470    0.7739    0.0006   -1.4800    0.6000
   16.0000    0.6100    0.4915    1.6414    3.9157    8.0803    3.1975   11.3553    4.2754    0.2470    0.7737    0.0006   -1.4800    0.6000
   16.0000    0.6300    0.4923    1.6791    3.8203    8.0806    2.7925   11.5649    4.2746    0.2470    0.7704    0.0006   -1.4800    0.6000
   16.0000    0.6500    0.4924    1.7054    3.7499    8.0806    2.4981   11.7189    4.2739    0.2470    0.7716    0.0006   -1.4800    0.6000
   16.0000    0.7000    0.4942    1.7458    3.7181    8.0807    2.3623   11.8028    4.2731    0.2470    0.7719    0.0006   -1.4800    0.6000
   16.0000    0.7800    0.4945    1.7827    3.7063    8.0808    2.3255   11.8448    4.2723    0.2470    0.7709    0.0006   -1.4800    0.6000
   16.0000    0.9000    0.4952    1.8206    3.7011    8.0808    2.3289   11.8741    4.2715    0.2470    0.7725    0.0006   -1.4800    0.6000
   16.0000    0.4980    0.4961    1.2614    4.4635    8.0773    5.6804   10.0699    4.2964    0.2450    0.7854    0.0001   -2.2600    0.5000
   16.0000    0.5000    0.4957    1.2659    4.4426    8.0775    5.5944   10.1137    4.2947    0.2450    0.7860    0.0001   -2.2600    0.5000
   16.0000    0.5050    0.4957    1.2768    4.4060    8.0781    5.4414   10.1924    4.2902    0.2450    0.7839    0.0001   -2.2600    0.5000
   16.0000    0.5100    0.4957    1.2869    4.3786    8.0787    5.3258   10.2524    4.2862    0.2450    0.7819    0.0001   -2.2600    0.5000
   16.0000    0.5150    0.4956    1.2960    4.3559    8.0791    5.2302   10.3022    4.2827    0.2450    0.7803    0.0001   -2.2600    0.5000
   16.0000    0.5200    0.4957    1.3052    4.3362    8.0796    5.1462   10.3464    4.2795    0.2450    0.7784    0.0001   -2.2600    0.5000
   16.0000    0.5300    0.4957    1.3231    4.3021    8.0804    5.0005   10.4233    4.2738    0.2450    0.7745    0.0001   -2.2600    0.5000
   16.0000    0.5400    0.4957    1.3406    4.2749    8.0811    4.8822   10.4865    4.2692    0.2450    0.7721    0.0001   -2.2600    0.5000
   16.0000    0.5600    0.4957    1.3800    4.2250    8.0822    4.6588   10.6061    4.2613    0.2450    0.7670    0.0001   -2.2600    0.5000
   16.0000    0.5800    0.4957    1.4250    4.1801    8.0831    4.4496   10.7184    4.2556    0.2450    0.7629    0.0001   -2.2600    0.5000
   16.0000    0.6000    0.4957    1.4750    4.1357    8.0837    4.2370   10.8320    4.2517    0.2450    0.7601    0.0001   -2.2600    0.5000
   16.0000    0.6400    0.4957    1.5731    4.0409    8.0842    3.7874   11.0709    4.2482    0.2450    0.7578    0.0001   -2.2600    0.5000
   16.0000    0.7200    0.4972    1.7023    3.8571    8.0841    2.9742   11.5030    4.2477    0.2450    0.7603    0.0001   -2.2600    0.5000
   16.0000    0.7800    0.4994    1.7562    3.7585    8.0842    2.5606   11.7272    4.2472    0.2450    0.7611    0.0001   -2.2600    0.5000
   16.0000    0.9000    0.5020    1.8244    3.7255    8.0842    2.4226   11.8272    4.2466    0.2450    0.7624    0.0001   -2.2600    0.5000
   16.0000    0.4780    0.4762    1.1686    4.4211    8.0723    5.5861   10.1081    4.3329    0.2570    0.7998    0.0060   -0.4700    0.2300
   16.0000    0.4800    0.4757    1.1712    4.3969    8.0721    5.4887   10.1577    4.3314    0.2570    0.8084    0.0060   -0.4700    0.2300
   16.0000    0.4850    0.4757    1.1833    4.3536    8.0727    5.3078   10.2503    4.3267    0.2570    0.8053    0.0060   -0.4700    0.2300
   16.0000    0.4900    0.4757    1.1964    4.3202    8.0739    5.1657   10.3237    4.3220    0.2570    0.7933    0.0060   -0.4700    0.2300
   16.0000    0.4950    0.4757    1.2068    4.2923    8.0745    5.0479   10.3847    4.3183    0.2570    0.7898    0.0060   -0.4700    0.2300
   16.0000    0.5000    0.4757    1.2177    4.2676    8.0750    4.9420   10.4399    4.3148    0.2570    0.7879    0.0060   -0.4700    0.2300
   16.0000    0.5100    0.4757    1.2430    4.2259    8.0757    4.7590   10.5357    4.3095    0.2570    0.7847    0.0060   -0.4700    0.2300
   16.0000    0.5200    0.4757    1.2960    4.1816    8.0763    4.5373   10.6508    4.3054    0.2570    0.7820    0.0060   -0.4700    0.2300
   16.0000    0.5300    0.4757    1.3885    4.1209    8.0766    4.2100   10.8186    4.3032    0.2570    0.7819    0.0060   -0.4700    0.2300
   16.0000    0.5400    0.4769    1.4721    4.0505    8.0766    3.8534   11.0009    4.3024    0.2570    0.7820    0.0060   -0.4700    0.2300
   16.0000    0.5600    0.4794    1.5724    3.8842    8.0771    3.1034   11.3839    4.3003    0.2570    0.7785    0.0060   -0.4700    0.2300
   16.0000    0.6000    0.4812    1.6485    3.7006    8.0771    2.3230   11.7891    4.2991    0.2570    0.7800    0.0060   -0.4700    0.2300
   16.0000    0.6600    0.4823    1.6874    3.6749    8.0773    2.2228   11.8598    4.2981    0.2570    0.7793    0.0060   -0.4700    0.2300
   16.0000    0.7000    0.4825    1.7027    3.6683    8.0775    2.2064   11.8808    4.2977    0.2570    0.7776    0.0060   -0.4700    0.2300
   16.0000    0.7800    0.4832    1.7274    3.6622    8.0775    2.2045   11.9053    4.2972    0.2570    0.7776    0.0060   -0.4700    0.2300
   16.0000    0.9000    0.4841    1.7539    3.6599    8.0776    2.2309   11.9232    4.2965    0.2570    0.7796    0.0060   -0.4700    0.2300
   16.0000    0.4710    0.4690    1.1220    4.4080    8.0704    5.5743   10.1108    4.3482    0.2880    0.7972    0.0169    0.0000    0.0000
   16.0000    0.4730    0.4690    1.1270    4.3788    8.0706    5.4541   10.1719    4.3461    0.2880    0.7979    0.0169    0.0000    0.0000
   16.0000    0.4750    0.4689    1.1325    4.3566    8.0710    5.3615   10.2191    4.3439    0.2880    0.7954    0.0169    0.0000    0.0000
   16.0000    0.4800    0.4689    1.1438    4.3140    8.0716    5.1842   10.3100    4.3394    0.2880    0.7931    0.0169    0.0000    0.0000
   16.0000    0.4850    0.4690    1.1551    4.2796    8.0721    5.0401   10.3843    4.3353    0.2880    0.7906    0.0169    0.0000    0.0000
   16.0000    0.4900    0.4689    1.1687    4.2501    8.0729    4.9130   10.4501    4.3315    0.2880    0.7862    0.0169    0.0000    0.0000
   16.0000    0.4950    0.4690    1.1801    4.2229    8.0732    4.7973   10.5101    4.3285    0.2880    0.7857    0.0169    0.0000    0.0000
   16.0000    0.5000    0.4690    1.1991    4.1972    8.0737    4.6795   10.5712    4.3255    0.2880    0.7821    0.0169    0.0000    0.0000
   16.0000    0.5100    0.4689    1.2744    4.1411    8.0742    4.3885   10.7210    4.3216    0.2880    0.7808    0.0169    0.0000    0.0000
   16.0000    0.5200    0.4698    1.3896    4.0595    8.0744    3.9549   10.9420    4.3202    0.2880    0.7814    0.0169    0.0000    0.0000
   16.0000    0.5300    0.4714    1.4710    3.9600    8.0746    3.4843   11.1815    4.3189    0.2880    0.7807    0.0169    0.0000    0.0000
   16.0000    0.5400    0.4726    1.5190    3.8549    8.0749    3.0239   11.4157    4.3174    0.2880    0.7780    0.0169    0.0000    0.0000
   16.0000    0.5500    0.4733    1.5525    3.7483    8.0749    2.5715   11.6459    4.3169    0.2880    0.7786    0.0169    0.0000    0.0000
   16.0000    0.5600    0.4737    1.5717    3.7070    8.0751    2.3953   11.7379    4.3163    0.2880    0.7774    0.0169    0.0000    0.0000
   16.0000    0.5800    0.4751    1.5952    3.6773    8.0753    2.2681   11.8091    4.3152    0.2880    0.7754    0.0169    0.0000    0.0000
   16.0000    0.6200    0.4758    1.6237    3.6568    8.0753    2.1867   11.8643    4.3148    0.2880    0.7769    0.0169    0.0000    0.0000
   16.0000    0.6600    0.4763    1.6415    3.6479    8.0754    2.1606   11.8909    4.3143    0.2880    0.7756    0.0169    0.0000    0.0000
   16.0000    0.7000    0.4763    1.6569    3.6430    8.0753    2.1509   11.9086    4.3143    0.2880    0.7771    0.0169    0.0000    0.0000
   16.0000    0.9000    0.4773    1.7024    3.6372    8.0756    2.1913   11.9429    4.3126    0.2880    0.7744    0.0169    0.0000    0.0000
   16.0000    0.4670    0.4650    1.0519    4.3759    8.0686    5.5119   10.1402    4.3619    0.2920    0.7819    0.0400    0.3900    0.0000
   16.0000    0.4680    0.4649    1.0544    4.3589    8.0687    5.4423   10.1754    4.3608    0.2920    0.7816    0.0400    0.3900    0.0000
   16.0000    0.4700    0.4649    1.0596    4.3322    8.0690    5.3321   10.2315    4.3589    0.2920    0.7809    0.0400    0.3900    0.0000
   16.0000    0.4750    0.4649    1.0722    4.2828    8.0697    5.1263   10.3366    4.3542    0.2920    0.7763    0.0400    0.3900    0.0000
   16.0000    0.4800    0.4649    1.0836    4.2439    8.0703    4.9639   10.4201    4.3503    0.2920    0.7738    0.0400    0.3900    0.0000
   16.0000    0.4850    0.4649    1.0966    4.2100    8.0708    4.8202   10.4942    4.3467    0.2920    0.7724    0.0400    0.3900    0.0000
   16.0000    0.4900    0.4649    1.1160    4.1789    8.0712    4.6808   10.5662    4.3438    0.2920    0.7712    0.0400    0.3900    0.0000
   16.0000    0.5000    0.4649    1.2099    4.1091    8.0718    4.3161   10.7529    4.3396    0.2920    0.7685    0.0400    0.3900    0.0000
   16.0000    0.5100    0.4661    1.3524    3.9991    8.0721    3.7423   11.0441    4.3379    0.2920    0.7685    0.0400    0.3900    0.0000
   16.0000    0.5200    0.4676    1.4316    3.8698    8.0723    3.1545   11.3423    4.3364    0.2920    0.7667    0.0400    0.3900    0.0000
   16.0000    0.5300    0.4684    1.4744    3.7374    8.0724    2.5902   11.6285    4.3355    0.2920    0.7659    0.0400    0.3900    0.0000
   16.0000    0.5400    0.4689    1.4982    3.6877    8.0727    2.3761   11.7396    4.3346    0.2920    0.7634    0.0400    0.3900    0.0000
   16.0000    0.5600    0.4693    1.5250    3.6556    8.0727    2.2364   11.8173    4.3339    0.2920    0.7633    0.0400    0.3900    0.0000
   16.0000    0.5800    0.4697    1.5414    3.6420    8.0728    2.1806   11.8529    4.3335    0.2920    0.7630    0.0400    0.3900    0.0000
   16.0000    0.6000    0.4699    1.5535    3.6346    8.0730    2.1537   11.8737    4.3331    0.2920    0.7612    0.0400    0.3900    0.0000
   16.0000    0.7000    0.4709    1.5943    3.6178    8.0729    2.1129   11.9276    4.3325    0.2920    0.7637    0.0400    0.3900    0.0000
   16.0000    0.8000    0.4714    1.6197    3.6145    8.0731    2.1321   11.9470    4.3317    0.2920    0.7619    0.0400    0.3900    0.0000
   16.0000    0.4610    0.4587    1.0130    4.3519    8.0675    5.4494   10.1686    4.3722    0.2890    0.7680    0.0600    0.5800    0.0000
   16.0000    0.4630    0.4587    1.0187    4.3200    8.0679    5.3176   10.2354    4.3700    0.2890    0.7665    0.0600    0.5800    0.0000
   16.0000    0.4650    0.4589    1.0238    4.2952    8.0681    5.2153   10.2875    4.3680    0.2890    0.7661    0.0600    0.5800    0.0000
   16.0000    0.4700    0.4587    1.0361    4.2459    8.0688    5.0102   10.3924    4.3636    0.2890    0.7625    0.0600    0.5800    0.0000
   16.0000    0.4750    0.4587    1.0481    4.2054    8.0693    4.8411   10.4792    4.3598    0.2890    0.7606    0.0600    0.5800    0.0000
   16.0000    0.4800    0.4587    1.0641    4.1692    8.0698    4.6847   10.5598    4.3565    0.2890    0.7587    0.0600    0.5800    0.0000
   16.0000    0.4900    0.4587    1.1425    4.0944    8.0707    4.3162   10.7485    4.3514    0.2890    0.7541    0.0600    0.5800    0.0000
   16.0000    0.5000    0.4597    1.2858    3.9792    8.0711    3.7206   11.0506    4.3498    0.2890    0.7497    0.0600    0.5800    0.0000
   16.0000    0.5100    0.4610    1.3696    3.8382    8.0711    3.0816   11.3745    4.3479    0.2890    0.7544    0.0600    0.5800    0.0000
   16.0000    0.5200    0.4615    1.4137    3.7109    8.0713    2.5370   11.6508    4.3474    0.2890    0.7502    0.0600    0.5800    0.0000
   16.0000    0.5400    0.4583    1.4495    3.6552    8.0716    2.2946   11.7803    4.3460    0.2890    0.7484    0.0600    0.5800    0.0000
   16.0000    0.5600    0.4627    1.4697    3.6370    8.0717    2.2174   11.8268    4.3458    0.2890    0.7487    0.0600    0.5800    0.0000
   16.0000    0.6000    0.4633    1.4973    3.6218    8.0714    2.1589   11.8710    4.3451    0.2890    0.7547    0.0600    0.5800    0.0000
   16.0000    0.7000    0.4640    1.5365    3.6076    8.0716    2.1303   11.9189    4.3445    0.2890    0.7536    0.0600    0.5800    0.0000
   16.0000    0.8000    0.4647    1.5625    3.6050    8.0716    2.1513   11.9374    4.3438    0.2890    0.7525    0.0600    0.5800    0.0000
   16.0000    0.9000    0.4650    1.5829    3.6055    8.0719    2.1841   11.9466    4.3430    0.2890    0.7512    0.0600    0.5800    0.0000
   16.0000    0.4570    0.4544    1.0049    4.3701    8.0660    5.5265   10.1282    4.3806    0.3560    0.7927    0.0400    0.4300    0.0000
   16.0000    0.4590    0.4544    1.0110    4.3474    8.0662    5.4311   10.1767    4.3784    0.3560    0.7913    0.0400    0.4300    0.0000
   16.0000    0.4610    0.4551    1.0166    4.3290    8.0666    5.3536   10.2164    4.3763    0.3560    0.7902    0.0400    0.4300    0.0000
   16.0000    0.4650    0.4543    1.0278    4.2989    8.0672    5.2264   10.2819    4.3722    0.3560    0.7868    0.0400    0.4300    0.0000
   16.0000    0.4700    0.4544    1.0420    4.2683    8.0679    5.0941   10.3504    4.3677    0.3560    0.7842    0.0400    0.4300    0.0000
   16.0000    0.4750    0.4544    1.0623    4.2420    8.0684    4.9732   10.4132    4.3636    0.3560    0.7818    0.0400    0.4300    0.0000
   16.0000    0.4800    0.4543    1.1054    4.2176    8.0687    4.8374   10.4834    4.3604    0.3560    0.7819    0.0400    0.4300    0.0000
   16.0000    0.4900    0.4560    1.3223    4.1474    8.0693    4.3484   10.7324    4.3570    0.3560    0.7799    0.0400    0.4300    0.0000
   16.0000    0.5000    0.4591    1.4503    4.0571    8.0699    3.8679   10.9770    4.3529    0.3560    0.7764    0.0400    0.4300    0.0000
   16.0000    0.5100    0.4608    1.5361    3.9378    8.0703    3.3133   11.2586    4.3504    0.3560    0.7751    0.0400    0.4300    0.0000
   16.0000    0.5200    0.4618    1.5867    3.7992    8.0706    2.7171   11.5609    4.3487    0.3560    0.7737    0.0400    0.4300    0.0000
   16.0000    0.5300    0.4625    1.6176    3.6992    8.0706    2.2945   11.7764    4.3482    0.3560    0.7727    0.0400    0.4300    0.0000
   16.0000    0.5400    0.4628    1.6354    3.6697    8.0706    2.1662   11.8445    4.3478    0.3560    0.7739    0.0400    0.4300    0.0000
   16.0000    0.5500    0.4631    1.6478    3.6546    8.0706    2.1017   11.8808    4.3477    0.3560    0.7738    0.0400    0.4300    0.0000
   16.0000    0.5750    0.4637    1.6682    3.6372    8.0707    2.0311   11.9258    4.3471    0.3560    0.7743    0.0400    0.4300    0.0000
   16.0000    0.7000    0.4651    1.7180    3.6137    8.0709    1.9724   11.9978    4.3453    0.3560    0.7753    0.0400    0.4300    0.0000
   16.0000    0.8000    0.4659    1.7414    3.6113    8.0710    1.9977   12.0141    4.3444    0.3560    0.7746    0.0400    0.4300    0.0000
   16.0000    0.9000    0.4665    1.7600    3.6118    8.0710    2.0324   12.0223    4.3436    0.3560    0.7743    0.0400    0.4300    0.0000
   16.0000    0.4400    0.4351    0.8942    4.3455    8.0614    5.5216   10.1224    4.4165    0.4590    0.7905    0.0600    0.7100    0.0000
   16.0000    0.4450    0.4343    0.9124    4.3171    8.0621    5.3949   10.1882    4.4103    0.4590    0.7878    0.0600    0.7100    0.0000
   16.0000    0.4500    0.4343    0.9448    4.2970    8.0626    5.2875   10.2443    4.4048    0.4590    0.7924    0.0600    0.7100    0.0000
   16.0000    0.4550    0.4344    1.0661    4.2851    8.0634    5.1231   10.3289    4.4006    0.4590    0.7837    0.0600    0.7100    0.0000
   16.0000    0.4600    0.4377    1.2107    4.2772    8.0641    4.9517   10.4170    4.3956    0.4590    0.7837    0.0600    0.7100    0.0000
   16.0000    0.4700    0.4435    1.3988    4.2432    8.0656    4.6366   10.5791    4.3851    0.4590    0.7783    0.0600    0.7100    0.0000
   16.0000    0.4800    0.4481    1.5684    4.1761    8.0668    4.2081   10.7981    4.3777    0.4590    0.7742    0.0600    0.7100    0.0000
   16.0000    0.4900    0.4506    1.7065    4.0547    8.0675    3.5935   11.1098    4.3751    0.4590    0.7827    0.0600    0.7100    0.0000
   16.0000    0.5000    0.4535    1.7733    3.9376    8.0680    3.0670   11.3775    4.3701    0.4590    0.7716    0.0600    0.7100    0.0000
   16.0000    0.5100    0.4533    1.8218    3.7574    8.0682    2.3063   11.7621    4.3713    0.4590    0.7803    0.0600    0.7100    0.0000
   16.0000    0.5200    0.4539    1.8445    3.6704    8.0680    1.9440   11.9474    4.3704    0.4590    0.7807    0.0600    0.7100    0.0000
   16.0000    0.5400    0.4548    1.8689    3.6261    8.0678    1.7589   12.0482    4.3695    0.4590    0.7824    0.0600    0.7100    0.0000
   16.0000    0.5500    0.4552    1.8770    3.6187    8.0679    1.7290   12.0672    4.3695    0.4590    0.7840    0.0600    0.7100    0.0000
   16.0000    0.5750    0.4570    1.8871    3.6085    8.0711    1.6977   12.0924    4.3666    0.4590    0.7686    0.0600    0.7100    0.0000
   16.0000    0.6000    0.4578    1.9012    3.6028    8.0690    1.6789   12.1110    4.3643    0.4590    0.7717    0.0600    0.7100    0.0000
