#   age       Mtot      Mc        Menv      Mini      logL      logT      logTc     logg      logR      logrhoc   Y         Yc        Z         FeH       OFe       
    9.7000    0.6911    0.4340    0.2571    0.9911    1.9382    3.5926    8.0696    1.6622   12.1501    4.3560    0.4590    0.7660    0.0600    0.7100    0.0000
    9.7000    0.6921    0.4340    0.2581    0.9921    1.9699    3.5975    8.0822    1.6508   12.1561    4.3081    0.4590    0.6388    0.0600    0.7100    0.0000
    9.7000    0.6930    0.4340    0.2590    0.9930    2.0027    3.6049    8.0964    1.6482   12.1577    4.2631    0.4590    0.5113    0.0600    0.7100    0.0000
    9.7000    0.6940    0.4340    0.2600    0.9940    2.0393    3.6151    8.1138    1.6532   12.1555    4.2273    0.4590    0.3750    0.0600    0.7100    0.0000
    9.7000    0.6950    0.4340    0.2610    0.9950    2.0834    3.6486    8.1394    1.7437   12.1106    4.2156    0.4590    0.2174    0.0600    0.7100    0.0000
    9.7000    0.6960    0.4340    0.2620    0.9960    2.2655    3.6565    8.2132    1.5936   12.1859    4.3478    0.4590    0.0262    0.0600    0.7100    0.0000
    9.7000    0.6970    0.4340    0.2630    0.9970    3.0175    3.5094    8.2294    0.2540   12.8561    5.7468    0.4590    0.0000    0.0600    0.7100    0.0000
    9.7000    0.6980    0.4340    0.2640    0.9980    3.0270    3.5029    8.2303    0.2191   12.8738    5.7539    0.4590    0.0000    0.0600    0.7100    0.0000
    9.7000    0.6989    0.4340    0.2649    0.9989    3.0365    3.4964    8.2311    0.1842   12.8916    5.7611    0.4590    0.0000    0.0600    0.7100    0.0000
    9.7000    0.6999    0.4340    0.2659    0.9999    3.0461    3.4899    8.2319    0.1494   12.9093    5.7682    0.4590    0.0000    0.0600    0.7100    0.0000
#   age       Mtot      Mc        Menv      Mini      logL      logT      logTc     logg      logR      logrhoc   Y         Yc        Z         FeH       OFe       
    9.7500    0.6371    0.4340    0.2031    0.9371    1.8899    3.5915    8.0577    1.6709   12.1280    4.4113    0.4590    0.8997    0.0600    0.7100    0.0000
    9.7500    0.6381    0.4340    0.2041    0.9381    1.8903    3.5914    8.0576    1.6709   12.1284    4.4113    0.4590    0.8997    0.0600    0.7100    0.0000
    9.7500    0.6391    0.4340    0.2051    0.9391    1.8906    3.5913    8.0576    1.6709   12.1287    4.4113    0.4590    0.8997    0.0600    0.7100    0.0000
    9.7500    0.6401    0.4340    0.2061    0.9401    1.8910    3.5912    8.0575    1.6709   12.1291    4.4113    0.4590    0.8997    0.0600    0.7100    0.0000
    9.7500    0.6411    0.4340    0.2071    0.9411    1.8913    3.5911    8.0574    1.6709   12.1294    4.4113    0.4590    0.8997    0.0600    0.7100    0.0000
    9.7500    0.6420    0.4340    0.2080    0.9420    1.8917    3.5911    8.0574    1.6709   12.1297    4.4114    0.4590    0.8997    0.0600    0.7100    0.0000
    9.7500    0.6430    0.4340    0.2090    0.9430    1.8920    3.5910    8.0573    1.6710   12.1301    4.4114    0.4590    0.8997    0.0600    0.7100    0.0000
    9.7500    0.6440    0.4340    0.2100    0.9440    1.8924    3.5909    8.0573    1.6710   12.1304    4.4114    0.4590    0.8997    0.0600    0.7100    0.0000
    9.7500    0.6450    0.4340    0.2110    0.9450    1.8927    3.5908    8.0572    1.6710   12.1307    4.4114    0.4590    0.8997    0.0600    0.7100    0.0000
    9.7500    0.6460    0.4340    0.2120    0.9460    1.8931    3.5907    8.0572    1.6710   12.1311    4.4114    0.4590    0.8997    0.0600    0.7100    0.0000
    9.7500    0.6470    0.4340    0.2130    0.9470    1.8934    3.5907    8.0571    1.6710   12.1314    4.4114    0.4590    0.8997    0.0600    0.7100    0.0000
    9.7500    0.6479    0.4340    0.2139    0.9479    1.8938    3.5906    8.0570    1.6710   12.1317    4.4114    0.4590    0.8997    0.0600    0.7100    0.0000
    9.7500    0.6489    0.4340    0.2149    0.9489    1.8941    3.5905    8.0570    1.6710   12.1321    4.4115    0.4590    0.8997    0.0600    0.7100    0.0000
    9.7500    0.6499    0.4340    0.2159    0.9499    1.8944    3.5904    8.0569    1.6710   12.1324    4.4115    0.4590    0.8997    0.0600    0.7100    0.0000
    9.7500    0.6509    0.4340    0.2169    0.9509    1.8946    3.5904    8.0569    1.6714   12.1325    4.4115    0.4590    0.8997    0.0600    0.7100    0.0000
    9.7500    0.6519    0.4340    0.2179    0.9519    1.8948    3.5904    8.0569    1.6718   12.1327    4.4115    0.4590    0.8997    0.0600    0.7100    0.0000
    9.7500    0.6528    0.4340    0.2188    0.9528    1.8996    3.5908    8.0586    1.6693   12.1342    4.4043    0.4590    0.8824    0.0600    0.7100    0.0000
    9.7500    0.6538    0.4340    0.2198    0.9538    1.9346    3.5960    8.0718    1.6555   12.1414    4.3475    0.4590    0.7407    0.0600    0.7100    0.0000
    9.7500    0.6548    0.4340    0.2208    0.9548    1.9675    3.6056    8.0868    1.6615   12.1387    4.2940    0.4590    0.5927    0.0600    0.7100    0.0000
    9.7500    0.6558    0.4340    0.2218    0.9558    2.0009    3.6219    8.1043    1.6942   12.1227    4.2463    0.4590    0.4426    0.0600    0.7100    0.0000
    9.7500    0.6568    0.4340    0.2228    0.9568    2.0276    3.7187    8.1290    2.0554   11.9424    4.2207    0.4590    0.2696    0.0600    0.7100    0.0000
    9.7500    0.6577    0.4340    0.2237    0.9577    2.1100    3.9198    8.1847    2.7779   11.5814    4.2928    0.4590    0.0625    0.0600    0.7100    0.0000
    9.7500    0.6587    0.4340    0.2247    0.9587    2.6462    3.7626    8.1969    1.6139   12.1638    5.4685    0.4590    0.0000    0.0600    0.7100    0.0000
    9.7500    0.6597    0.4340    0.2257    0.9597    2.6557    3.7561    8.1978    1.5790   12.1815    5.4757    0.4590    0.0000    0.0600    0.7100    0.0000
    9.7500    0.6607    0.4340    0.2267    0.9607    2.6653    3.7497    8.1986    1.5442   12.1993    5.4828    0.4590    0.0000    0.0600    0.7100    0.0000
    9.7500    0.6617    0.4340    0.2277    0.9617    2.6748    3.7432    8.1994    1.5093   12.2170    5.4899    0.4590    0.0000    0.0600    0.7100    0.0000
    9.7500    0.6626    0.4340    0.2286    0.9626    2.6843    3.7367    8.2003    1.4744   12.2348    5.4971    0.4590    0.0000    0.0600    0.7100    0.0000
    9.7500    0.6636    0.4340    0.2296    0.9636    2.6938    3.7302    8.2011    1.4395   12.2525    5.5042    0.4590    0.0000    0.0600    0.7100    0.0000
    9.7500    0.6646    0.4340    0.2306    0.9646    2.7033    3.7237    8.2019    1.4047   12.2703    5.5113    0.4590    0.0000    0.0600    0.7100    0.0000
    9.7500    0.6656    0.4340    0.2316    0.9656    2.7129    3.7172    8.2028    1.3698   12.2880    5.5185    0.4590    0.0000    0.0600    0.7100    0.0000
    9.7500    0.6666    0.4340    0.2326    0.9666    2.7224    3.7107    8.2036    1.3349   12.3058    5.5256    0.4590    0.0000    0.0600    0.7100    0.0000
    9.7500    0.6675    0.4340    0.2335    0.9675    2.7319    3.7042    8.2044    1.3001   12.3235    5.5327    0.4590    0.0000    0.0600    0.7100    0.0000
    9.7500    0.6685    0.4340    0.2345    0.9685    2.7414    3.6977    8.2053    1.2652   12.3413    5.5399    0.4590    0.0000    0.0600    0.7100    0.0000
    9.7500    0.6695    0.4340    0.2355    0.9695    2.7509    3.6912    8.2061    1.2303   12.3590    5.5470    0.4590    0.0000    0.0600    0.7100    0.0000
    9.7500    0.6705    0.4340    0.2365    0.9705    2.7605    3.6847    8.2069    1.1955   12.3768    5.5541    0.4590    0.0000    0.0600    0.7100    0.0000
    9.7500    0.6715    0.4340    0.2375    0.9715    2.7700    3.6782    8.2078    1.1606   12.3945    5.5613    0.4590    0.0000    0.0600    0.7100    0.0000
    9.7500    0.6725    0.4340    0.2385    0.9725    2.7795    3.6717    8.2086    1.1257   12.4123    5.5684    0.4590    0.0000    0.0600    0.7100    0.0000
    9.7500    0.6734    0.4340    0.2394    0.9734    2.7890    3.6652    8.2094    1.0909   12.4300    5.5755    0.4590    0.0000    0.0600    0.7100    0.0000
#   age       Mtot      Mc        Menv      Mini      logL      logT      logTc     logg      logR      logrhoc   Y         Yc        Z         FeH       OFe       
    9.8000    0.6018    0.4340    0.1678    0.9018    1.8774    3.5944    8.0597    1.6704   12.1160    4.4108    0.4590    0.8996    0.0600    0.7100    0.0000
    9.8000    0.6028    0.4340    0.1688    0.9028    1.8778    3.5943    8.0597    1.6704   12.1164    4.4108    0.4590    0.8996    0.0600    0.7100    0.0000
    9.8000    0.6038    0.4340    0.1698    0.9038    1.8781    3.5942    8.0596    1.6704   12.1167    4.4108    0.4590    0.8996    0.0600    0.7100    0.0000
    9.8000    0.6048    0.4340    0.1708    0.9048    1.8785    3.5941    8.0595    1.6704   12.1170    4.4108    0.4590    0.8996    0.0600    0.7100    0.0000
    9.8000    0.6058    0.4340    0.1718    0.9058    1.8788    3.5940    8.0595    1.6705   12.1174    4.4108    0.4590    0.8996    0.0600    0.7100    0.0000
    9.8000    0.6067    0.4340    0.1727    0.9067    1.8792    3.5940    8.0594    1.6705   12.1177    4.4109    0.4590    0.8996    0.0600    0.7100    0.0000
    9.8000    0.6077    0.4340    0.1737    0.9077    1.8795    3.5939    8.0594    1.6705   12.1180    4.4109    0.4590    0.8996    0.0600    0.7100    0.0000
    9.8000    0.6087    0.4340    0.1747    0.9087    1.8799    3.5938    8.0593    1.6705   12.1184    4.4109    0.4590    0.8996    0.0600    0.7100    0.0000
    9.8000    0.6097    0.4340    0.1757    0.9097    1.8802    3.5937    8.0593    1.6705   12.1187    4.4109    0.4590    0.8996    0.0600    0.7100    0.0000
    9.8000    0.6107    0.4340    0.1767    0.9107    1.8806    3.5936    8.0592    1.6705   12.1190    4.4109    0.4590    0.8996    0.0600    0.7100    0.0000
    9.8000    0.6116    0.4340    0.1776    0.9116    1.8809    3.5936    8.0591    1.6705   12.1194    4.4109    0.4590    0.8996    0.0600    0.7100    0.0000
    9.8000    0.6126    0.4340    0.1786    0.9126    1.8813    3.5935    8.0591    1.6706   12.1197    4.4109    0.4590    0.8996    0.0600    0.7100    0.0000
    9.8000    0.6136    0.4340    0.1796    0.9136    1.8816    3.5934    8.0590    1.6706   12.1200    4.4110    0.4590    0.8996    0.0600    0.7100    0.0000
    9.8000    0.6146    0.4340    0.1806    0.9146    1.8819    3.5933    8.0590    1.6706   12.1204    4.4110    0.4590    0.8996    0.0600    0.7100    0.0000
    9.8000    0.6156    0.4340    0.1816    0.9156    1.8823    3.5932    8.0589    1.6706   12.1207    4.4110    0.4590    0.8996    0.0600    0.7100    0.0000
    9.8000    0.6165    0.4340    0.1825    0.9165    1.8826    3.5932    8.0589    1.6706   12.1210    4.4110    0.4590    0.8996    0.0600    0.7100    0.0000
    9.8000    0.6175    0.4340    0.1835    0.9175    1.9085    3.5995    8.0683    1.6707   12.1213    4.3654    0.4590    0.7798    0.0600    0.7100    0.0000
    9.8000    0.6185    0.4340    0.1845    0.9185    1.9410    3.6150    8.0846    1.7010   12.1065    4.3041    0.4590    0.6141    0.0600    0.7100    0.0000
    9.8000    0.6195    0.4340    0.1855    0.9195    1.9548    3.7156    8.1052    2.0900   11.9123    4.2512    0.4590    0.4344    0.0600    0.7100    0.0000
    9.8000    0.6205    0.4340    0.1865    0.9205    1.9183    3.9664    8.1335    3.1306   11.3924    4.2335    0.4590    0.2359    0.0600    0.7100    0.0000
    9.8000    0.6214    0.4340    0.1874    0.9214    2.1762    4.0165    8.2104    3.0736   11.4211    4.6543    0.4590    0.0166    0.0600    0.7100    0.0000
    9.8000    0.6224    0.4340    0.1884    0.9224    2.6228    3.9127    8.1806    2.2126   11.8521    5.4800    0.4590    0.0000    0.0600    0.7100    0.0000
    9.8000    0.6234    0.4340    0.1894    0.9234    2.6363    3.8982    8.1820    2.1419   11.8878    5.4904    0.4590    0.0000    0.0600    0.7100    0.0000
    9.8000    0.6244    0.4340    0.1904    0.9244    2.6497    3.8837    8.1834    2.0711   11.9235    5.5009    0.4590    0.0000    0.0600    0.7100    0.0000
    9.8000    0.6254    0.4340    0.1914    0.9254    2.6632    3.8692    8.1848    2.0004   11.9592    5.5113    0.4590    0.0000    0.0600    0.7100    0.0000
    9.8000    0.6264    0.4340    0.1924    0.9264    2.6766    3.8548    8.1862    1.9297   11.9949    5.5218    0.4590    0.0000    0.0600    0.7100    0.0000
    9.8000    0.6273    0.4340    0.1933    0.9273    2.6901    3.8403    8.1875    1.8590   12.0306    5.5322    0.4590    0.0000    0.0600    0.7100    0.0000
    9.8000    0.6283    0.4340    0.1943    0.9283    2.7035    3.8258    8.1889    1.7882   12.0663    5.5427    0.4590    0.0000    0.0600    0.7100    0.0000
    9.8000    0.6293    0.4340    0.1953    0.9293    2.7170    3.8113    8.1903    1.7175   12.1020    5.5531    0.4590    0.0000    0.0600    0.7100    0.0000
    9.8000    0.6303    0.4340    0.1963    0.9303    2.7304    3.7968    8.1917    1.6468   12.1377    5.5635    0.4590    0.0000    0.0600    0.7100    0.0000
    9.8000    0.6313    0.4340    0.1973    0.9313    2.7439    3.7823    8.1931    1.5761   12.1734    5.5740    0.4590    0.0000    0.0600    0.7100    0.0000
    9.8000    0.6322    0.4340    0.1982    0.9322    2.7573    3.7678    8.1945    1.5053   12.2091    5.5844    0.4590    0.0000    0.0600    0.7100    0.0000
    9.8000    0.6332    0.4340    0.1992    0.9332    2.7708    3.7533    8.1958    1.4346   12.2448    5.5949    0.4590    0.0000    0.0600    0.7100    0.0000
    9.8000    0.6342    0.4340    0.2002    0.9342    2.7842    3.7388    8.1972    1.3639   12.2805    5.6053    0.4590    0.0000    0.0600    0.7100    0.0000
    9.8000    0.6352    0.4340    0.2012    0.9352    2.7977    3.7243    8.1986    1.2932   12.3162    5.6158    0.4590    0.0000    0.0600    0.7100    0.0000
    9.8000    0.6362    0.4340    0.2022    0.9362    2.8111    3.7099    8.2000    1.2224   12.3519    5.6262    0.4590    0.0000    0.0600    0.7100    0.0000
#   age       Mtot      Mc        Menv      Mini      logL      logT      logTc     logg      logR      logrhoc   Y         Yc        Z         FeH       OFe       
    9.8500    0.5675    0.4340    0.1335    0.8675    1.8677    3.6021    8.0594    1.6851   12.0957    4.4122    0.4590    0.8996    0.0600    0.7100    0.0000
    9.8500    0.6675    0.4340    0.2335    0.8675    1.8978    3.5901    8.0569    1.6779   12.1347    4.4115    0.4590    0.8997    0.0600    0.7100    0.0000
    9.8500    0.5685    0.4340    0.1345    0.8685    1.8683    3.6016    8.0593    1.6830   12.0971    4.4121    0.4590    0.8996    0.0600    0.7100    0.0000
    9.8500    0.6685    0.4340    0.2345    0.8685    1.8980    3.5901    8.0569    1.6782   12.1348    4.4115    0.4590    0.8997    0.0600    0.7100    0.0000
    9.8500    0.5695    0.4340    0.1355    0.8695    1.8689    3.6010    8.0593    1.6810   12.0985    4.4120    0.4590    0.8996    0.0600    0.7100    0.0000
    9.8500    0.6695    0.4340    0.2355    0.8695    1.8982    3.5901    8.0569    1.6786   12.1349    4.4115    0.4590    0.8997    0.0600    0.7100    0.0000
    9.8500    0.5704    0.4340    0.1364    0.8704    1.8695    3.6004    8.0592    1.6789   12.1000    4.4119    0.4590    0.8996    0.0600    0.7100    0.0000
    9.8500    0.6705    0.4340    0.2365    0.8705    1.8983    3.5901    8.0569    1.6790   12.1351    4.4115    0.4590    0.8997    0.0600    0.7100    0.0000
    9.8500    0.5714    0.4340    0.1374    0.8714    1.8701    3.5999    8.0591    1.6769   12.1014    4.4119    0.4590    0.8996    0.0600    0.7100    0.0000
    9.8500    0.6715    0.4340    0.2375    0.8715    1.8985    3.5901    8.0569    1.6794   12.1352    4.4115    0.4590    0.8997    0.0600    0.7100    0.0000
    9.8500    0.5724    0.4340    0.1384    0.8724    1.8707    3.5993    8.0590    1.6748   12.1028    4.4118    0.4590    0.8996    0.0600    0.7100    0.0000
    9.8500    0.6725    0.4340    0.2385    0.8725    1.8987    3.5900    8.0569    1.6798   12.1353    4.4115    0.4590    0.8997    0.0600    0.7100    0.0000
    9.8500    0.5734    0.4340    0.1394    0.8734    1.8713    3.5988    8.0590    1.6728   12.1042    4.4117    0.4590    0.8996    0.0600    0.7100    0.0000
    9.8500    0.6734    0.4340    0.2394    0.8734    1.8989    3.5900    8.0569    1.6801   12.1354    4.4115    0.4590    0.8997    0.0600    0.7100    0.0000
    9.8500    0.5744    0.4340    0.1404    0.8744    1.8719    3.5982    8.0589    1.6707   12.1056    4.4116    0.4590    0.8996    0.0600    0.7100    0.0000
    9.8500    0.6744    0.4340    0.2404    0.8744    1.8991    3.5900    8.0569    1.6805   12.1356    4.4115    0.4590    0.8997    0.0600    0.7100    0.0000
    9.8500    0.5754    0.4340    0.1414    0.8754    1.8723    3.5978    8.0588    1.6694   12.1067    4.4116    0.4590    0.8996    0.0600    0.7100    0.0000
    9.8500    0.6754    0.4340    0.2414    0.8754    1.8993    3.5900    8.0569    1.6809   12.1357    4.4115    0.4590    0.8997    0.0600    0.7100    0.0000
    9.8500    0.5763    0.4340    0.1423    0.8763    1.8725    3.5977    8.0589    1.6694   12.1070    4.4115    0.4590    0.8996    0.0600    0.7100    0.0000
    9.8500    0.6764    0.4340    0.2424    0.8764    1.8994    3.5900    8.0569    1.6813   12.1358    4.4115    0.4590    0.8997    0.0600    0.7100    0.0000
    9.8500    0.5773    0.4340    0.1433    0.8773    1.8727    3.5975    8.0589    1.6695   12.1074    4.4115    0.4590    0.8996    0.0600    0.7100    0.0000
    9.8500    0.6774    0.4340    0.2434    0.8774    1.8996    3.5900    8.0569    1.6817   12.1359    4.4115    0.4590    0.8997    0.0600    0.7100    0.0000
    9.8500    0.5783    0.4340    0.1443    0.8783    1.8728    3.5974    8.0590    1.6695   12.1077    4.4115    0.4590    0.8996    0.0600    0.7100    0.0000
    9.8500    0.6783    0.4340    0.2443    0.8783    1.8998    3.5900    8.0569    1.6820   12.1361    4.4115    0.4590    0.8997    0.0600    0.7100    0.0000
    9.8500    0.5793    0.4340    0.1453    0.8793    1.8730    3.5973    8.0590    1.6696   12.1081    4.4114    0.4590    0.8996    0.0600    0.7100    0.0000
    9.8500    0.6793    0.4340    0.2453    0.8793    1.9000    3.5899    8.0569    1.6824   12.1362    4.4115    0.4590    0.8997    0.0600    0.7100    0.0000
    9.8500    0.5803    0.4340    0.1463    0.8803    1.8732    3.5971    8.0590    1.6696   12.1084    4.4114    0.4590    0.8996    0.0600    0.7100    0.0000
    9.8500    0.6803    0.4340    0.2463    0.8803    1.9002    3.5899    8.0569    1.6828   12.1363    4.4115    0.4590    0.8997    0.0600    0.7100    0.0000
    9.8500    0.5812    0.4340    0.1472    0.8812    1.8734    3.5970    8.0591    1.6696   12.1088    4.4114    0.4590    0.8996    0.0600    0.7100    0.0000
    9.8500    0.6813    0.4340    0.2473    0.8813    1.9004    3.5899    8.0569    1.6832   12.1364    4.4115    0.4590    0.8997    0.0600    0.7100    0.0000
    9.8500    0.5822    0.4340    0.1482    0.8822    1.8735    3.5969    8.0591    1.6697   12.1091    4.4113    0.4590    0.8996    0.0600    0.7100    0.0000
    9.8500    0.6823    0.4340    0.2483    0.8823    1.9006    3.5899    8.0569    1.6836   12.1366    4.4115    0.4590    0.8997    0.0600    0.7100    0.0000
    9.8500    0.5832    0.4340    0.1492    0.8832    1.8999    3.6130    8.0745    1.7086   12.0900    4.3457    0.4590    0.7163    0.0600    0.7100    0.0000
    9.8500    0.6832    0.4340    0.2492    0.8832    1.9481    3.5948    8.0743    1.6565   12.1504    4.3375    0.4590    0.7160    0.0600    0.7100    0.0000
    9.8500    0.5842    0.4340    0.1502    0.8842    1.9120    3.7247    8.0936    2.1442   11.8726    4.2800    0.4590    0.5298    0.0600    0.7100    0.0000
    9.8500    0.6842    0.4340    0.2502    0.8842    1.9980    3.6064    8.0960    1.6534   12.1522    4.2648    0.4590    0.5147    0.0600    0.7100    0.0000
    9.8500    0.5852    0.4340    0.1512    0.8852    1.8001    4.0890    8.1191    3.7140   11.0881    4.2448    0.4590    0.3158    0.0600    0.7100    0.0000
    9.8500    0.6852    0.4340    0.2512    0.8852    2.0530    3.6442    8.1264    1.7500   12.1042    4.2171    0.4590    0.2894    0.0600    0.7100    0.0000
    9.8500    0.5861    0.4340    0.1521    0.8861    1.7978    4.1972    8.1731    4.1496   10.8706    4.3213    0.4590    0.0752    0.0600    0.7100    0.0000
    9.8500    0.6862    0.4340    0.2522    0.8862    2.4946    3.6643    8.2457    1.3896   12.2848    4.7830    0.4590    0.0039    0.0600    0.7100    0.0000
    9.8500    0.5871    0.4340    0.1531    0.8871    2.8329    3.9139    8.1454    1.9820   11.9548    5.6795    0.4590    0.0000    0.0600    0.7100    0.0000
    9.8500    0.6872    0.4340    0.2532    0.8872    2.9223    3.5743    8.2211    0.6027   12.6786    5.6754    0.4590    0.0000    0.0600    0.7100    0.0000
    9.8500    0.5881    0.4340    0.1541    0.8881    2.8786    3.8817    8.1452    1.8082   12.0421    5.7105    0.4590    0.0000    0.0600    0.7100    0.0000
    9.8500    0.6881    0.4340    0.2541    0.8881    2.9318    3.5678    8.2219    0.5678   12.6963    5.6826    0.4590    0.0000    0.0600    0.7100    0.0000
    9.8500    0.5891    0.4340    0.1551    0.8891    2.9242    3.8495    8.1450    1.6344   12.1293    5.7414    0.4590    0.0000    0.0600    0.7100    0.0000
    9.8500    0.6891    0.4340    0.2551    0.8891    2.9413    3.5613    8.2228    0.5329   12.7141    5.6897    0.4590    0.0000    0.0600    0.7100    0.0000
    9.8500    0.5901    0.4340    0.1561    0.8901    2.9698    3.8172    8.1448    1.4606   12.2166    5.7723    0.4590    0.0000    0.0600    0.7100    0.0000
    9.8500    0.6901    0.4340    0.2561    0.8901    2.9509    3.5548    8.2236    0.4981   12.7318    5.6968    0.4590    0.0000    0.0600    0.7100    0.0000
    9.8500    0.5910    0.4340    0.1570    0.8910    3.0155    3.7850    8.1446    1.2868   12.3039    5.8033    0.4590    0.0000    0.0600    0.7100    0.0000
    9.8500    0.6911    0.4340    0.2571    0.8911    2.9604    3.5483    8.2244    0.4632   12.7496    5.7040    0.4590    0.0000    0.0600    0.7100    0.0000
    9.8500    0.5920    0.4340    0.1580    0.8920    3.0611    3.7528    8.1444    1.1130   12.3911    5.8342    0.4590    0.0000    0.0600    0.7100    0.0000
    9.8500    0.6921    0.4340    0.2581    0.8921    2.9699    3.5418    8.2253    0.4283   12.7673    5.7111    0.4590    0.0000    0.0600    0.7100    0.0000
    9.8500    0.5930    0.4340    0.1590    0.8930    3.1068    3.7206    8.1442    0.9392   12.4784    5.8651    0.4590    0.0000    0.0600    0.7100    0.0000
    9.8500    0.6930    0.4340    0.2590    0.8930    2.9794    3.5354    8.2261    0.3935   12.7851    5.7183    0.4590    0.0000    0.0600    0.7100    0.0000
    9.8500    0.5940    0.4340    0.1600    0.8940    3.1524    3.6883    8.1440    0.7654   12.5657    5.8961    0.4590    0.0000    0.0600    0.7100    0.0000
    9.8500    0.6940    0.4340    0.2600    0.8940    2.9889    3.5289    8.2269    0.3586   12.8028    5.7254    0.4590    0.0000    0.0600    0.7100    0.0000
    9.8500    0.5950    0.4340    0.1610    0.8950    3.1981    3.6561    8.1438    0.5916   12.6529    5.9270    0.4590    0.0000    0.0600    0.7100    0.0000
    9.8500    0.6950    0.4340    0.2610    0.8950    2.9985    3.5224    8.2278    0.3237   12.8206    5.7325    0.4590    0.0000    0.0600    0.7100    0.0000
    9.8500    0.5959    0.4340    0.1619    0.8959    3.2437    3.6239    8.1436    0.4177   12.7402    5.9579    0.4590    0.0000    0.0600    0.7100    0.0000
    9.8500    0.6960    0.4340    0.2620    0.8960    3.0080    3.5159    8.2286    0.2889   12.8383    5.7397    0.4590    0.0000    0.0600    0.7100    0.0000
    9.8500    0.5969    0.4340    0.1629    0.8969    3.2894    3.5917    8.1434    0.2439   12.8275    5.9889    0.4590    0.0000    0.0600    0.7100    0.0000
    9.8500    0.6970    0.4340    0.2630    0.8970    3.0175    3.5094    8.2294    0.2540   12.8561    5.7468    0.4590    0.0000    0.0600    0.7100    0.0000
    9.8500    0.5979    0.4340    0.1639    0.8979    3.3350    3.5595    8.1432    0.0701   12.9147    6.0198    0.4590    0.0000    0.0600    0.7100    0.0000
    9.8500    0.6980    0.4340    0.2640    0.8980    3.0270    3.5029    8.2303    0.2191   12.8738    5.7539    0.4590    0.0000    0.0600    0.7100    0.0000
    9.8500    0.5989    0.4340    0.1649    0.8989    3.3807    3.5272    8.1430   -0.1037   13.0020    6.0507    0.4590    0.0000    0.0600    0.7100    0.0000
    9.8500    0.6989    0.4340    0.2649    0.8989    3.0365    3.4964    8.2311    0.1842   12.8916    5.7611    0.4590    0.0000    0.0600    0.7100    0.0000
    9.8500    0.5999    0.4340    0.1659    0.8999    3.4263    3.4950    8.1429   -0.2775   13.0893    6.0817    0.4590    0.0000    0.0600    0.7100    0.0000
