# log(age) Mini Mact logl logt logg Composition Phase
    6.75   36.88900000  35.7920   5.6656   4.5684   3.5650   0.0000   0.0000
    6.75   36.90400000  35.8050   5.6706   4.5761   3.5910   0.0000   0.0000
    6.75   36.91900000  35.8190   5.6757   4.5838   3.6180   0.0000   0.0000
    6.75   36.93500000  35.8320   5.6804   4.5910   3.6430   0.0000   0.0000
    6.75   36.95000000  35.8450   5.6847   4.5676   3.5410   0.0000   0.0000
    6.75   36.96600000  35.8580   5.7030   4.5090   3.2880   0.0000   0.0000
    6.75   36.98100000  35.8720   5.7213   4.4318   2.9590   0.0000   0.0000
    6.75   36.99700000  35.8840   5.7371   4.3346   2.5520   0.0000   0.0000
    6.75   37.01200000  35.8940   5.7535   4.2263   2.1000   0.0000   0.0000
    6.75   37.02800000  35.8880   5.7646   4.1520   1.7900   0.0000   0.0000
    6.75   37.04300000  35.8720   5.7702   4.1146   1.6340   0.0000   0.0000
    6.75   37.05900000  35.8570   5.7725   4.0998   1.5730   0.0000   0.0000
    6.75   37.07400000  35.8420   5.7734   4.0957   1.5550   0.0000   0.0000
    6.75   37.08900000  35.8280   5.7738   4.0964   1.5570   0.0000   0.0000
    6.75   37.10500000  35.8130   5.7741   4.0973   1.5600   0.0000   0.0000
    6.75   37.12000000  35.7980   5.7744   4.0983   1.5640   0.0000   0.0000
    6.75   37.13600000  35.7820   5.7747   4.0990   1.5660   0.0000   0.0000
    6.75   37.15100000  35.7660   5.7751   4.0996   1.5680   0.0000   0.0000
    6.75   37.16700000  35.7500   5.7755   4.1000   1.5690   0.0000   0.0000
    6.75   37.18200000  35.7330   5.7758   4.1006   1.5710   0.0000   0.0000
    6.75   37.19800000  35.7170   5.7762   4.1011   1.5720   0.0000   0.0000
    6.75   37.21400000  35.7000   5.7765   4.1015   1.5730   0.0000   0.0000
    6.75   37.22900000  35.6830   5.7769   4.1021   1.5750   0.0000   0.0000
    6.75   37.24500000  35.6660   5.7772   4.1027   1.5770   0.0000   0.0000
    6.75   37.26000000  35.6480   5.7776   4.1029   1.5770   0.0000   0.0000
    6.75   37.27600000  35.6290   5.7779   4.1028   1.5760   0.0000   0.0000
    6.75   37.29100000  35.6110   5.7783   4.1026   1.5750   0.0000   0.0000
    6.75   37.30700000  35.5920   5.7787   4.1028   1.5750   0.0000   0.0000
    6.75   37.32200000  35.5730   5.7791   4.1027   1.5740   0.0000   0.0000
    6.75   37.33800000  35.5540   5.7795   4.1025   1.5730   0.0000   0.0000
    6.75   37.35400000  35.5350   5.7799   4.1022   1.5710   0.0000   0.0000
    6.75   37.36900000  35.5150   5.7803   4.1020   1.5690   0.0000   0.0000
    6.75   37.90400000  34.6900   5.7932   4.0869   1.4860   0.0000   0.0000
    6.75   38.86500000  32.9590   5.8160   4.2018   1.9010   0.0000   0.0000
    6.75   39.85100000  32.3820   5.8408   4.1883   1.8140   0.0000   0.0000
    6.75   40.86200000  30.6470   5.8557   4.1100   1.4630   0.0000   0.0000
# log(age) Mini Mact logl logt logg Composition Phase
    6.80    0.80000000   0.8000  -0.3000   3.7663   4.6590   0.0000   0.0000
    6.80    0.88400000   0.8840  -0.0958   3.7920   4.6010   0.0000   0.0000
    6.80    0.97800000   0.9780   0.1069   3.8152   4.5350   0.0000   0.0000
    6.80    1.08100000   1.0810   0.3069   3.8411   4.4820   0.0000   0.0000
    6.80    1.19400000   1.1940   0.4793   3.8706   4.4710   0.0000   0.0000
    6.80    1.32000000   1.3200   0.6593   3.9081   4.4850   0.0000   0.0000
    6.80    1.46000000   1.4600   0.8447   3.9500   4.5100   0.0000   0.0000
    6.80    1.61300000   1.6130   1.0236   3.9865   4.5300   0.0000   0.0000
    6.80    1.78300000   1.7830   1.1969   4.0216   4.5610   0.0000   0.0000
    6.80    1.97100000   1.9710   1.3659   4.0572   4.5780   0.0000   0.0000
    6.80    2.17900000   2.1790   1.5304   4.0891   4.5840   0.0000   0.0000
    6.80    2.40900000   2.4090   1.6942   4.1204   4.5880   0.0000   0.0000
    6.80    2.66300000   2.6630   1.8544   4.1492   4.5860   0.0000   0.0000
    6.80    2.94400000   2.9440   2.0124   4.1766   4.5810   0.0000   0.0000
    6.80    3.25400000   3.2540   2.1666   4.2022   4.5720   0.0000   0.0000
    6.80    3.59700000   3.5970   2.3215   4.2272   4.5600   0.0000   0.0000
    6.80    3.97600000   3.9760   2.4762   4.2522   4.5470   0.0000   0.0000
    6.80    4.39500000   4.3950   2.6249   4.2753   4.5340   0.0000   0.0000
    6.80    4.85800000   4.8580   2.7740   4.2984   4.5200   0.0000   0.0000
    6.80    5.37000000   5.3700   2.9200   4.3207   4.5070   0.0000   0.0000
    6.80    5.93600000   5.9360   3.0659   4.3426   4.4920   0.0000   0.0000
    6.80    6.56200000   6.5620   3.2133   4.3644   4.4750   0.0000   0.0000
    6.80    7.25400000   7.2540   3.3598   4.3858   4.4580   0.0000   0.0000
    6.80    8.01800000   8.0180   3.5041   4.4063   4.4390   0.0000   0.0000
    6.80    8.86400000   8.8630   3.6502   4.4265   4.4180   0.0000   0.0000
    6.80    9.79800000   9.7960   3.7940   4.4457   4.3940   0.0000   0.0000
    6.80   10.83100000  10.8270   3.9400   4.4643   4.3670   0.0000   0.0000
    6.80   11.97200000  11.9650   4.0903   4.4824   4.3330   0.0000   0.0000
    6.80   13.23400000  13.2190   4.2349   4.4985   4.2970   0.0000   0.0000
    6.80   14.62900000  14.6010   4.3842   4.5138   4.2530   0.0000   0.0000
    6.80   16.17100000  16.1330   4.5307   4.5268   4.2030   0.0000   0.0000
    6.80   17.87600000  17.8290   4.6797   4.5379   4.1440   0.0000   0.0000
    6.80   19.76000000  19.7000   4.8353   4.5464   4.0690   0.0000   0.0000
    6.80   21.84300000  21.7380   4.9831   4.5502   3.9830   0.0000   0.0000
    6.80   24.14500000  23.9630   5.1339   4.5481   3.8710   0.0000   0.0000
    6.80   26.69000000  26.3810   5.2779   4.5383   3.7340   0.0000   0.0000
    6.80   29.50400000  28.9970   5.4183   4.5273   3.5780   0.0000   0.0000
    6.80   31.95300000  31.2120   5.5282   4.5377   3.5270   0.0000   0.0000
    6.80   31.96600000  31.2240   5.5289   4.5379   3.5280   0.0000   0.0000
    6.80   31.98000000  31.2360   5.5296   4.5382   3.5280   0.0000   0.0000
    6.80   31.99300000  31.2480   5.5303   4.5386   3.5290   0.0000   0.0000
    6.80   32.00600000  31.2600   5.5310   4.5390   3.5300   0.0000   0.0000
    6.80   32.02000000  31.2720   5.5317   4.5395   3.5310   0.0000   0.0000
    6.80   32.03300000  31.2840   5.5324   4.5399   3.5330   0.0000   0.0000
    6.80   32.04700000  31.2950   5.5331   4.5405   3.5340   0.0000   0.0000
    6.80   32.06000000  31.3070   5.5338   4.5412   3.5360   0.0000   0.0000
    6.80   32.07300000  31.3190   5.5345   4.5418   3.5380   0.0000   0.0000
    6.80   32.08700000  31.3310   5.5353   4.5425   3.5400   0.0000   0.0000
    6.80   32.10000000  31.3430   5.5361   4.5433   3.5430   0.0000   0.0000
    6.80   32.11400000  31.3550   5.5369   4.5442   3.5460   0.0000   0.0000
    6.80   32.12700000  31.3670   5.5377   4.5450   3.5480   0.0000   0.0000
    6.80   32.14000000  31.3790   5.5385   4.5459   3.5510   0.0000   0.0000
    6.80   32.15400000  31.3900   5.5397   4.5476   3.5570   0.0000   0.0000
    6.80   32.16700000  31.4020   5.5408   4.5492   3.5620   0.0000   0.0000
    6.80   32.18100000  31.4140   5.5419   4.5509   3.5680   0.0000   0.0000
    6.80   32.19400000  31.4260   5.5430   4.5525   3.5730   0.0000   0.0000
    6.80   32.20800000  31.4380   5.5473   4.5585   3.5930   0.0000   0.0000
    6.80   32.22100000  31.4500   5.5518   4.5647   3.6140   0.0000   0.0000
    6.80   32.23400000  31.4610   5.5563   4.5709   3.6350   0.0000   0.0000
    6.80   32.24800000  31.4730   5.5608   4.5771   3.6560   0.0000   0.0000
    6.80   32.26100000  31.4850   5.5653   4.5834   3.6770   0.0000   0.0000
    6.80   32.27500000  31.4970   5.5679   4.5861   3.6840   0.0000   0.0000
    6.80   32.28800000  31.5090   5.5790   4.5495   3.5230   0.0000   0.0000
    6.80   32.30200000  31.5200   5.6003   4.4895   3.2590   0.0000   0.0000
    6.80   32.31500000  31.5330   5.6195   4.4151   2.9410   0.0000   0.0000
    6.80   32.32900000  31.5430   5.6357   4.3277   2.5710   0.0000   0.0000
    6.80   32.34200000  31.5520   5.6522   4.2468   2.2280   0.0000   0.0000
    6.80   32.35600000  31.5600   5.6617   4.1997   2.0280   0.0000   0.0000
    6.80   32.36900000  31.5670   5.6659   4.1812   1.9500   0.0000   0.0000
    6.80   32.38300000  31.5750   5.6673   4.1764   1.9290   0.0000   0.0000
    6.80   32.39600000  31.5820   5.6680   4.1756   1.9260   0.0000   0.0000
    6.80   32.41000000  31.5900   5.6684   4.1764   1.9290   0.0000   0.0000
    6.80   32.42300000  31.5970   5.6688   4.1771   1.9310   0.0000   0.0000
    6.80   32.43700000  31.6040   5.6693   4.1777   1.9330   0.0000   0.0000
    6.80   32.45100000  31.6110   5.6697   4.1780   1.9340   0.0000   0.0000
    6.80   32.46400000  31.6180   5.6702   4.1784   1.9350   0.0000   0.0000
    6.80   32.47800000  31.6250   5.6706   4.1788   1.9360   0.0000   0.0000
    6.80   32.49100000  31.6310   5.6711   4.1790   1.9370   0.0000   0.0000
    6.80   32.50500000  31.6370   5.6716   4.1792   1.9370   0.0000   0.0000
    6.80   32.51800000  31.6440   5.6721   4.1794   1.9370   0.0000   0.0000
    6.80   32.53200000  31.6500   5.6725   4.1794   1.9370   0.0000   0.0000
    6.80   32.54500000  31.6560   5.6730   4.1794   1.9370   0.0000   0.0000
    6.80   32.55900000  31.6620   5.6736   4.1793   1.9360   0.0000   0.0000
    6.80   32.57300000  31.6670   5.6741   4.1790   1.9340   0.0000   0.0000
    6.80   32.58600000  31.6730   5.6746   4.1785   1.9320   0.0000   0.0000
    6.80   32.60000000  31.6780   5.6752   4.1784   1.9310   0.0000   0.0000
    6.80   32.61400000  31.6830   5.6757   4.1782   1.9290   0.0000   0.0000
    6.80   32.62700000  31.6880   5.6763   4.1778   1.9270   0.0000   0.0000
    6.80   32.64100000  31.6930   5.6768   4.1773   1.9250   0.0000   0.0000
    6.80   32.65400000  31.6980   5.6774   4.1768   1.9230   0.0000   0.0000
    6.80   33.44100000  31.6890   5.7075   4.1300   1.7050   0.0000   0.0000
    6.80   34.28900000  30.1700   5.7331   4.0494   1.3350   0.0000   0.0000
    6.80   35.15900000  28.4280   5.7573   3.9851   1.0280   0.0000   0.0000
# log(age) Mini Mact logl logt logg Composition Phase
    6.85    0.80000000   0.8000  -0.3000   3.7663   4.6590   0.0000   0.0000
    6.85    0.88400000   0.8840  -0.0958   3.7920   4.6010   0.0000   0.0000
    6.85    0.97800000   0.9780   0.1070   3.8152   4.5350   0.0000   0.0000
    6.85    1.08100000   1.0810   0.3069   3.8411   4.4820   0.0000   0.0000
    6.85    1.19400000   1.1940   0.4793   3.8707   4.4710   0.0000   0.0000
    6.85    1.32000000   1.3200   0.6593   3.9081   4.4850   0.0000   0.0000
    6.85    1.46000000   1.4600   0.8447   3.9500   4.5100   0.0000   0.0000
    6.85    1.61300000   1.6130   1.0236   3.9865   4.5300   0.0000   0.0000
    6.85    1.78300000   1.7830   1.1969   4.0216   4.5610   0.0000   0.0000
    6.85    1.97100000   1.9710   1.3659   4.0572   4.5780   0.0000   0.0000
    6.85    2.17900000   2.1790   1.5304   4.0891   4.5840   0.0000   0.0000
    6.85    2.40900000   2.4090   1.6942   4.1203   4.5880   0.0000   0.0000
    6.85    2.66300000   2.6630   1.8544   4.1492   4.5860   0.0000   0.0000
    6.85    2.94400000   2.9440   2.0124   4.1766   4.5810   0.0000   0.0000
    6.85    3.25400000   3.2540   2.1676   4.2021   4.5700   0.0000   0.0000
    6.85    3.59700000   3.5970   2.3224   4.2271   4.5580   0.0000   0.0000
    6.85    3.97600000   3.9760   2.4772   4.2520   4.5450   0.0000   0.0000
    6.85    4.39500000   4.3950   2.6265   4.2752   4.5320   0.0000   0.0000
    6.85    4.85800000   4.8580   2.7755   4.2983   4.5180   0.0000   0.0000
    6.85    5.37000000   5.3700   2.9222   4.3205   4.5040   0.0000   0.0000
    6.85    5.93600000   5.9360   3.0689   4.3424   4.4880   0.0000   0.0000
    6.85    6.56200000   6.5620   3.2169   4.3642   4.4710   0.0000   0.0000
    6.85    7.25400000   7.2540   3.3645   4.3855   4.4520   0.0000   0.0000
    6.85    8.01800000   8.0180   3.5098   4.4059   4.4320   0.0000   0.0000
    6.85    8.86400000   8.8630   3.6574   4.4261   4.4090   0.0000   0.0000
    6.85    9.79800000   9.7960   3.8030   4.4451   4.3830   0.0000   0.0000
    6.85   10.83100000  10.8260   3.9514   4.4633   4.3520   0.0000   0.0000
    6.85   11.97200000  11.9640   4.1048   4.4811   4.3130   0.0000   0.0000
    6.85   13.23400000  13.2160   4.2531   4.4967   4.2720   0.0000   0.0000
    6.85   14.62900000  14.5960   4.4072   4.5111   4.2190   0.0000   0.0000
    6.85   16.17100000  16.1270   4.5590   4.5228   4.1600   0.0000   0.0000
    6.85   17.87600000  17.8190   4.7141   4.5318   4.0870   0.0000   0.0000
    6.85   19.76000000  19.6860   4.8777   4.5365   3.9890   0.0000   0.0000
    6.85   21.84300000  21.7110   5.0332   4.5342   3.8720   0.0000   0.0000
    6.85   24.14500000  23.9140   5.1920   4.5226   3.7130   0.0000   0.0000
    6.85   26.69000000  26.2970   5.3430   4.5193   3.5620   0.0000   0.0000
    6.85   27.48200000  27.0170   5.3855   4.5272   3.5600   0.0000   0.0000
    6.85   27.49300000  27.0280   5.3862   4.5274   3.5600   0.0000   0.0000
    6.85   27.50500000  27.0380   5.3869   4.5277   3.5600   0.0000   0.0000
    6.85   27.51600000  27.0490   5.3876   4.5282   3.5620   0.0000   0.0000
    6.85   27.52800000  27.0590   5.3882   4.5287   3.5630   0.0000   0.0000
    6.85   27.53900000  27.0690   5.3889   4.5291   3.5650   0.0000   0.0000
    6.85   27.55100000  27.0800   5.3897   4.5296   3.5660   0.0000   0.0000
    6.85   27.56200000  27.0900   5.3904   4.5300   3.5670   0.0000   0.0000
    6.85   27.57400000  27.1010   5.3913   4.5306   3.5690   0.0000   0.0000
    6.85   27.58500000  27.1110   5.3921   4.5313   3.5710   0.0000   0.0000
    6.85   27.59700000  27.1220   5.3929   4.5319   3.5720   0.0000   0.0000
    6.85   27.60800000  27.1320   5.3938   4.5329   3.5750   0.0000   0.0000
    6.85   27.62000000  27.1430   5.3947   4.5338   3.5780   0.0000   0.0000
    6.85   27.63200000  27.1530   5.3956   4.5347   3.5810   0.0000   0.0000
    6.85   27.64300000  27.1630   5.3967   4.5360   3.5860   0.0000   0.0000
    6.85   27.65500000  27.1740   5.3978   4.5373   3.5900   0.0000   0.0000
    6.85   27.66600000  27.1840   5.3989   4.5385   3.5940   0.0000   0.0000
    6.85   27.67800000  27.1950   5.4004   4.5407   3.6010   0.0000   0.0000
    6.85   27.68900000  27.2050   5.4020   4.5428   3.6080   0.0000   0.0000
    6.85   27.70100000  27.2160   5.4035   4.5450   3.6160   0.0000   0.0000
    6.85   27.71200000  27.2260   5.4080   4.5504   3.6330   0.0000   0.0000
    6.85   27.72400000  27.2360   5.4130   4.5565   3.6530   0.0000   0.0000
    6.85   27.73600000  27.2470   5.4181   4.5626   3.6730   0.0000   0.0000
    6.85   27.74700000  27.2570   5.4232   4.5687   3.6930   0.0000   0.0000
    6.85   27.75900000  27.2680   5.4263   4.5715   3.7010   0.0000   0.0000
    6.85   27.77000000  27.2780   5.4337   4.5453   3.5860   0.0000   0.0000
    6.85   27.78200000  27.2880   5.4527   4.5007   3.3860   0.0000   0.0000
    6.85   27.79400000  27.2990   5.4715   4.4470   3.1530   0.0000   0.0000
    6.85   27.80500000  27.3100   5.4873   4.3849   2.8880   0.0000   0.0000
    6.85   27.81700000  27.3190   5.5024   4.3195   2.6070   0.0000   0.0000
    6.85   27.82800000  27.3280   5.5166   4.2687   2.3890   0.0000   0.0000
    6.85   27.84000000  27.3360   5.5244   4.2409   2.2700   0.0000   0.0000
    6.85   27.85200000  27.3450   5.5280   4.2299   2.2210   0.0000   0.0000
    6.85   27.86300000  27.3540   5.5296   4.2265   2.2060   0.0000   0.0000
    6.85   27.87500000  27.3630   5.5304   4.2258   2.2020   0.0000   0.0000
    6.85   27.88700000  27.3710   5.5310   4.2261   2.2030   0.0000   0.0000
    6.85   27.89800000  27.3800   5.5315   4.2267   2.2050   0.0000   0.0000
    6.85   27.91000000  27.3890   5.5320   4.2272   2.2060   0.0000   0.0000
    6.85   27.92100000  27.3980   5.5326   4.2276   2.2070   0.0000   0.0000
    6.85   27.93300000  27.4070   5.5331   4.2280   2.2080   0.0000   0.0000
    6.85   27.94500000  27.4160   5.5337   4.2283   2.2090   0.0000   0.0000
    6.85   27.95600000  27.4240   5.5342   4.2286   2.2100   0.0000   0.0000
    6.85   27.96800000  27.4330   5.5348   4.2289   2.2110   0.0000   0.0000
    6.85   27.98000000  27.4420   5.5353   4.2291   2.2120   0.0000   0.0000
    6.85   27.99200000  27.4510   5.5359   4.2293   2.2120   0.0000   0.0000
    6.85   28.00300000  27.4590   5.5365   4.2294   2.2120   0.0000   0.0000
    6.85   28.01500000  27.4680   5.5371   4.2295   2.2120   0.0000   0.0000
    6.85   28.02700000  27.4770   5.5377   4.2295   2.2110   0.0000   0.0000
    6.85   28.03800000  27.4860   5.5383   4.2295   2.2110   0.0000   0.0000
    6.85   28.05000000  27.4940   5.5389   4.2294   2.2100   0.0000   0.0000
    6.85   28.06200000  27.5030   5.5395   4.2292   2.2090   0.0000   0.0000
    6.85   28.07300000  27.5120   5.5402   4.2290   2.2080   0.0000   0.0000
    6.85   28.08500000  27.5210   5.5408   4.2289   2.2070   0.0000   0.0000
    6.85   28.77400000  28.0260   5.5782   4.1970   2.0500   0.0000   0.0000
    6.85   29.50400000  27.7660   5.6121   4.1104   1.6640   0.0000   0.0000
    6.85   30.25200000  26.7840   5.6438   3.9123   0.8240   0.0000   0.0000
    6.85   31.02000000  24.3790   5.6630   3.9732   1.0080   0.0000   0.0000
# log(age) Mini Mact logl logt logg Composition Phase
    6.90    0.80000000   0.8000  -0.3000   3.7663   4.6590   0.0000   0.0000
    6.90    0.88400000   0.8840  -0.0957   3.7920   4.6010   0.0000   0.0000
    6.90    0.97800000   0.9780   0.1070   3.8152   4.5350   0.0000   0.0000
    6.90    1.08100000   1.0810   0.3070   3.8411   4.4820   0.0000   0.0000
    6.90    1.19400000   1.1940   0.4794   3.8707   4.4710   0.0000   0.0000
    6.90    1.32000000   1.3200   0.6594   3.9081   4.4850   0.0000   0.0000
    6.90    1.46000000   1.4600   0.8447   3.9500   4.5110   0.0000   0.0000
    6.90    1.61300000   1.6130   1.0237   3.9865   4.5300   0.0000   0.0000
    6.90    1.78300000   1.7830   1.1969   4.0216   4.5610   0.0000   0.0000
    6.90    1.97100000   1.9710   1.3659   4.0572   4.5780   0.0000   0.0000
    6.90    2.17900000   2.1790   1.5304   4.0891   4.5830   0.0000   0.0000
    6.90    2.40900000   2.4090   1.6942   4.1203   4.5880   0.0000   0.0000
    6.90    2.66300000   2.6630   1.8544   4.1492   4.5860   0.0000   0.0000
    6.90    2.94400000   2.9440   2.0127   4.1765   4.5800   0.0000   0.0000
    6.90    3.25400000   3.2540   2.1686   4.2020   4.5690   0.0000   0.0000
    6.90    3.59700000   3.5970   2.3234   4.2270   4.5560   0.0000   0.0000
    6.90    3.97600000   3.9760   2.4784   4.2519   4.5430   0.0000   0.0000
    6.90    4.39500000   4.3950   2.6281   4.2751   4.5290   0.0000   0.0000
    6.90    4.85800000   4.8580   2.7775   4.2981   4.5150   0.0000   0.0000
    6.90    5.37000000   5.3700   2.9248   4.3203   4.5000   0.0000   0.0000
    6.90    5.93600000   5.9360   3.0723   4.3422   4.4840   0.0000   0.0000
    6.90    6.56200000   6.5620   3.2211   4.3640   4.4660   0.0000   0.0000
    6.90    7.25400000   7.2540   3.3698   4.3852   4.4460   0.0000   0.0000
    6.90    8.01800000   8.0180   3.5165   4.4055   4.4240   0.0000   0.0000
    6.90    8.86400000   8.8630   3.6657   4.4256   4.3990   0.0000   0.0000
    6.90    9.79800000   9.7960   3.8133   4.4442   4.3700   0.0000   0.0000
    6.90   10.83100000  10.8260   3.9647   4.4623   4.3350   0.0000   0.0000
    6.90   11.97200000  11.9620   4.1221   4.4795   4.2900   0.0000   0.0000
    6.90   13.23400000  13.2130   4.2748   4.4943   4.2410   0.0000   0.0000
    6.90   14.62900000  14.5900   4.4348   4.5073   4.1770   0.0000   0.0000
    6.90   16.17100000  16.1180   4.5930   4.5171   4.1040   0.0000   0.0000
    6.90   17.87600000  17.8070   4.7563   4.5228   4.0100   0.0000   0.0000
    6.90   19.76000000  19.6680   4.9306   4.5207   3.8760   0.0000   0.0000
    6.90   21.84300000  21.6750   5.0957   4.5082   3.7060   0.0000   0.0000
    6.90   23.71600000  23.4450   5.2352   4.5114   3.5850   0.0000   0.0000
    6.90   23.72600000  23.4540   5.2360   4.5119   3.5860   0.0000   0.0000
    6.90   23.73500000  23.4630   5.2367   4.5123   3.5870   0.0000   0.0000
    6.90   23.74500000  23.4730   5.2375   4.5127   3.5880   0.0000   0.0000
    6.90   23.75500000  23.4820   5.2384   4.5131   3.5890   0.0000   0.0000
    6.90   23.76500000  23.4910   5.2392   4.5136   3.5900   0.0000   0.0000
    6.90   23.77500000  23.5010   5.2401   4.5141   3.5910   0.0000   0.0000
    6.90   23.78500000  23.5100   5.2410   4.5146   3.5930   0.0000   0.0000
    6.90   23.79500000  23.5190   5.2418   4.5153   3.5950   0.0000   0.0000
    6.90   23.80500000  23.5290   5.2427   4.5160   3.5970   0.0000   0.0000
    6.90   23.81500000  23.5380   5.2436   4.5167   3.5990   0.0000   0.0000
    6.90   23.82500000  23.5470   5.2445   4.5175   3.6010   0.0000   0.0000
    6.90   23.83500000  23.5560   5.2455   4.5184   3.6040   0.0000   0.0000
    6.90   23.84500000  23.5660   5.2465   4.5192   3.6060   0.0000   0.0000
    6.90   23.85500000  23.5750   5.2475   4.5201   3.6090   0.0000   0.0000
    6.90   23.86500000  23.5840   5.2486   4.5213   3.6130   0.0000   0.0000
    6.90   23.87500000  23.5940   5.2499   4.5227   3.6170   0.0000   0.0000
    6.90   23.88500000  23.6030   5.2512   4.5243   3.6230   0.0000   0.0000
    6.90   23.89500000  23.6120   5.2528   4.5264   3.6290   0.0000   0.0000
    6.90   23.90500000  23.6220   5.2545   4.5286   3.6370   0.0000   0.0000
    6.90   23.91400000  23.6310   5.2571   4.5320   3.6480   0.0000   0.0000
    6.90   23.92400000  23.6400   5.2597   4.5353   3.6590   0.0000   0.0000
    6.90   23.93400000  23.6500   5.2668   4.5426   3.6820   0.0000   0.0000
    6.90   23.94400000  23.6590   5.2740   4.5500   3.7050   0.0000   0.0000
    6.90   23.95400000  23.6680   5.2807   4.5567   3.7260   0.0000   0.0000
    6.90   23.96400000  23.6770   5.2850   4.5349   3.6320   0.0000   0.0000
    6.90   23.97400000  23.6870   5.3053   4.4932   3.4420   0.0000   0.0000
    6.90   23.98400000  23.6960   5.3264   4.4435   3.2220   0.0000   0.0000
    6.90   23.99500000  23.7060   5.3435   4.3872   2.9790   0.0000   0.0000
    6.90   24.00500000  23.7140   5.3596   4.3294   2.7300   0.0000   0.0000
    6.90   24.01500000  23.7220   5.3748   4.2893   2.5520   0.0000   0.0000
    6.90   24.02500000  23.7300   5.3824   4.2705   2.4700   0.0000   0.0000
    6.90   24.03500000  23.7380   5.3856   4.2646   2.4420   0.0000   0.0000
    6.90   24.04500000  23.7460   5.3870   4.2628   2.4340   0.0000   0.0000
    6.90   24.05500000  23.7540   5.3878   4.2629   2.4320   0.0000   0.0000
    6.90   24.06500000  23.7620   5.3885   4.2633   2.4330   0.0000   0.0000
    6.90   24.07500000  23.7700   5.3892   4.2637   2.4340   0.0000   0.0000
    6.90   24.08500000  23.7780   5.3899   4.2642   2.4350   0.0000   0.0000
    6.90   24.09500000  23.7850   5.3905   4.2646   2.4360   0.0000   0.0000
    6.90   24.10500000  23.7930   5.3913   4.2650   2.4370   0.0000   0.0000
    6.90   24.11500000  23.8010   5.3920   4.2653   2.4380   0.0000   0.0000
    6.90   24.12500000  23.8090   5.3926   4.2655   2.4390   0.0000   0.0000
    6.90   24.13500000  23.8170   5.3933   4.2657   2.4400   0.0000   0.0000
    6.90   24.14500000  23.8250   5.3941   4.2661   2.4400   0.0000   0.0000
    6.90   24.15500000  23.8330   5.3948   4.2663   2.4400   0.0000   0.0000
    6.90   24.16500000  23.8410   5.3955   4.2664   2.4400   0.0000   0.0000
    6.90   24.17600000  23.8490   5.3963   4.2665   2.4400   0.0000   0.0000
    6.90   24.18600000  23.8560   5.3970   4.2667   2.4400   0.0000   0.0000
    6.90   24.19600000  23.8640   5.3978   4.2667   2.4390   0.0000   0.0000
    6.90   24.20600000  23.8720   5.3986   4.2666   2.4380   0.0000   0.0000
    6.90   24.21600000  23.8800   5.3994   4.2665   2.4370   0.0000   0.0000
    6.90   24.22600000  23.8880   5.4001   4.2664   2.4370   0.0000   0.0000
    6.90   24.23600000  23.8960   5.4009   4.2666   2.4360   0.0000   0.0000
    6.90   24.75800000  24.2910   5.4401   4.2500   2.3400   0.0000   0.0000
    6.90   25.38600000  24.6940   5.4799   4.2006   2.1090   0.0000   0.0000
    6.90   26.03000000  24.8120   5.5163   4.0877   1.6200   0.0000   0.0000
    6.90   26.69000000  23.8170   5.5485   3.9242   0.9160   0.0000   0.0000
# log(age) Mini Mact logl logt logg Composition Phase
    6.95    0.80000000   0.8000  -0.3000   3.7663   4.6590   0.0000   0.0000
    6.95    0.88400000   0.8840  -0.0957   3.7920   4.6010   0.0000   0.0000
    6.95    0.97800000   0.9780   0.1070   3.8152   4.5350   0.0000   0.0000
    6.95    1.08100000   1.0810   0.3070   3.8411   4.4820   0.0000   0.0000
    6.95    1.19400000   1.1940   0.4794   3.8707   4.4710   0.0000   0.0000
    6.95    1.32000000   1.3200   0.6594   3.9081   4.4850   0.0000   0.0000
    6.95    1.46000000   1.4600   0.8448   3.9500   4.5110   0.0000   0.0000
    6.95    1.61300000   1.6130   1.0237   3.9865   4.5300   0.0000   0.0000
    6.95    1.78300000   1.7830   1.1969   4.0216   4.5610   0.0000   0.0000
    6.95    1.97100000   1.9710   1.3659   4.0571   4.5780   0.0000   0.0000
    6.95    2.17900000   2.1790   1.5304   4.0890   4.5830   0.0000   0.0000
    6.95    2.40900000   2.4090   1.6942   4.1203   4.5870   0.0000   0.0000
    6.95    2.66300000   2.6630   1.8544   4.1491   4.5860   0.0000   0.0000
    6.95    2.94400000   2.9440   2.0137   4.1765   4.5780   0.0000   0.0000
    6.95    3.25400000   3.2540   2.1696   4.2020   4.5670   0.0000   0.0000
    6.95    3.59700000   3.5970   2.3244   4.2269   4.5540   0.0000   0.0000
    6.95    3.97600000   3.9760   2.4801   4.2518   4.5410   0.0000   0.0000
    6.95    4.39500000   4.3950   2.6296   4.2750   4.5270   0.0000   0.0000
    6.95    4.85800000   4.8580   2.7797   4.2979   4.5120   0.0000   0.0000
    6.95    5.37000000   5.3700   2.9278   4.3201   4.4970   0.0000   0.0000
    6.95    5.93600000   5.9360   3.0760   4.3419   4.4790   0.0000   0.0000
    6.95    6.56200000   6.5620   3.2259   4.3637   4.4600   0.0000   0.0000
    6.95    7.25400000   7.2540   3.3758   4.3849   4.4380   0.0000   0.0000
    6.95    8.01800000   8.0180   3.5239   4.4051   4.4150   0.0000   0.0000
    6.95    8.86400000   8.8630   3.6751   4.4249   4.3870   0.0000   0.0000
