# log(age) Mini Mact logl logt logg Composition Phase
    6.00  130.84500000 112.4590   6.3011   4.7084   3.9760   0.0000   0.0000
    6.00  147.31200000 124.1210   6.3748   4.7119   3.9590   0.0000   0.0000
    6.00  165.85100000 136.8730   6.4438   4.7119   3.9320   0.0000   0.0000
    6.00  186.72300000 150.6890   6.5112   4.7107   3.9010   0.0000   0.0000
    6.00  210.22300000 165.6090   6.5757   4.7065   3.8600   0.0000   0.0000
    6.00  236.67900000 181.7100   6.6366   4.6989   3.8090   0.0000   0.0000
    6.00  266.46500000 198.8930   6.6962   4.6913   3.7580   0.0000   0.0000
    6.00  300.00000000 217.1710   6.7538   4.6831   3.7070   0.0000   0.0000
# log(age) Mini Mact logl logt logg Composition Phase
    6.05    0.80000000   0.8000  -0.6632   3.6692   4.6340   0.0000   0.0000
    6.05    0.90100000   0.9010  -0.4221   3.7067   4.5940   0.0000   0.0000
    6.05    1.01400000   1.0140  -0.1770   3.7413   4.5390   0.0000   0.0000
    6.05    1.14200000   1.1420   0.0613   3.7706   4.4700   0.0000   0.0000
    6.05    1.28500000   1.2850   0.2847   3.7949   4.3950   0.0000   0.0000
    6.05    1.44700000   1.4470   0.5290   3.8247   4.3210   0.0000   0.0000
    6.05    1.62900000   1.6290   0.7636   3.8597   4.2920   0.0000   0.0000
    6.05    1.83400000   1.8340   0.9872   3.9026   4.3110   0.0000   0.0000
    6.05    2.06500000   2.0650   1.2030   3.9473   4.3260   0.0000   0.0000
    6.05    2.32500000   2.3250   1.4116   3.9881   4.3300   0.0000   0.0000
    6.05    2.61800000   2.6180   1.6177   4.0275   4.3320   0.0000   0.0000
    6.05    2.94700000   2.9470   1.8196   4.0644   4.3290   0.0000   0.0000
    6.05    3.31800000   3.3180   2.0163   4.0994   4.3230   0.0000   0.0000
    6.05    3.73500000   3.7350   2.2121   4.1340   4.3170   0.0000   0.0000
    6.05    4.20600000   4.2060   2.4050   4.1681   4.3120   0.0000   0.0000
    6.05    4.73500000   4.7350   2.5941   4.2015   4.3070   0.0000   0.0000
    6.05    5.33100000   5.3310   2.7796   4.2338   4.3020   0.0000   0.0000
    6.05    6.00200000   6.0020   2.9620   4.2650   4.2950   0.0000   0.0000
    6.05    6.75700000   6.7570   3.1444   4.2963   4.2890   0.0000   0.0000
    6.05    7.60700000   7.6070   3.3209   4.3260   4.2820   0.0000   0.0000
    6.05    8.56500000   8.5640   3.4964   4.3546   4.2710   0.0000   0.0000
    6.05    9.64200000   9.6420   3.6666   4.3820   4.2610   0.0000   0.0000
    6.05   10.85600000  10.8540   3.8339   4.4086   4.2500   0.0000   0.0000
    6.05   12.22200000  12.2190   4.0001   4.4345   4.2390   0.0000   0.0000
    6.05   13.76000000  13.7520   4.1589   4.4583   4.2260   0.0000   0.0000
    6.05   15.49200000  15.4770   4.3154   4.4813   4.2130   0.0000   0.0000
    6.05   17.44200000  17.4180   4.4644   4.5022   4.1990   0.0000   0.0000
    6.05   19.63700000  19.5990   4.6143   4.5231   4.1850   0.0000   0.0000
    6.05   22.10800000  22.0370   4.7544   4.5415   4.1690   0.0000   0.0000
    6.05   24.89000000  24.7650   4.8931   4.5595   4.1530   0.0000   0.0000
    6.05   28.02300000  27.8000   5.0213   4.5747   4.1360   0.0000   0.0000
    6.05   31.54900000  31.1870   5.1493   4.5897   4.1180   0.0000   0.0000
    6.05   35.52000000  34.9330   5.2688   4.6023   4.0960   0.0000   0.0000
    6.05   39.99000000  39.0840   5.3871   4.6146   4.0740   0.0000   0.0000
    6.05   45.02300000  43.6460   5.4923   4.6247   4.0560   0.0000   0.0000
    6.05   50.68900000  48.6710   5.5970   4.6350   4.0390   0.0000   0.0000
    6.05   57.06800000  54.1840   5.7013   4.6457   4.0210   0.0000   0.0000
    6.05   64.25000000  60.2140   5.7982   4.6559   4.0080   0.0000   0.0000
    6.05   72.33600000  66.8190   5.8895   4.6660   4.0000   0.0000   0.0000
    6.05   81.43900000  74.0300   5.9802   4.6769   3.9940   0.0000   0.0000
    6.05   91.68900000  81.9200   6.0654   4.6870   3.9910   0.0000   0.0000
    6.05  103.22800000  90.5190   6.1469   4.6962   3.9890   0.0000   0.0000
    6.05  116.21900000  99.8280   6.2276   4.7051   3.9850   0.0000   0.0000
    6.05  130.84500000 110.0130   6.3029   4.7102   3.9710   0.0000   0.0000
    6.05  147.31200000 121.0490   6.3752   4.7134   3.9530   0.0000   0.0000
    6.05  165.85100000 133.0480   6.4428   4.7125   3.9220   0.0000   0.0000
    6.05  186.72300000 145.9190   6.5086   4.7097   3.8850   0.0000   0.0000
    6.05  210.22300000 159.7220   6.5715   4.7050   3.8430   0.0000   0.0000
    6.05  236.67900000 174.4790   6.6300   4.6967   3.7900   0.0000   0.0000
    6.05  266.46500000 190.0870   6.6860   4.6839   3.7190   0.0000   0.0000
    6.05  300.00000000 206.4550   6.7401   4.6658   3.6290   0.0000   0.0000
# log(age) Mini Mact logl logt logg Composition Phase
    6.10    0.80000000   0.8000  -0.6632   3.6692   4.6340   0.0000   0.0000
    6.10    0.90100000   0.9010  -0.4221   3.7067   4.5940   0.0000   0.0000
    6.10    1.01400000   1.0140  -0.1769   3.7413   4.5390   0.0000   0.0000
    6.10    1.14200000   1.1420   0.0613   3.7706   4.4700   0.0000   0.0000
    6.10    1.28500000   1.2850   0.2848   3.7949   4.3950   0.0000   0.0000
    6.10    1.44700000   1.4470   0.5290   3.8247   4.3210   0.0000   0.0000
    6.10    1.62900000   1.6290   0.7636   3.8597   4.2920   0.0000   0.0000
    6.10    1.83400000   1.8340   0.9872   3.9026   4.3110   0.0000   0.0000
    6.10    2.06500000   2.0650   1.2030   3.9473   4.3260   0.0000   0.0000
    6.10    2.32500000   2.3250   1.4116   3.9881   4.3300   0.0000   0.0000
    6.10    2.61800000   2.6180   1.6176   4.0275   4.3320   0.0000   0.0000
    6.10    2.94700000   2.9470   1.8196   4.0644   4.3290   0.0000   0.0000
    6.10    3.31800000   3.3180   2.0163   4.0994   4.3230   0.0000   0.0000
    6.10    3.73500000   3.7350   2.2121   4.1340   4.3170   0.0000   0.0000
    6.10    4.20600000   4.2060   2.4050   4.1681   4.3120   0.0000   0.0000
    6.10    4.73500000   4.7350   2.5941   4.2015   4.3070   0.0000   0.0000
    6.10    5.33100000   5.3310   2.7796   4.2338   4.3020   0.0000   0.0000
    6.10    6.00200000   6.0020   2.9620   4.2650   4.2950   0.0000   0.0000
    6.10    6.75700000   6.7570   3.1444   4.2963   4.2890   0.0000   0.0000
    6.10    7.60700000   7.6070   3.3217   4.3258   4.2800   0.0000   0.0000
    6.10    8.56500000   8.5640   3.4972   4.3543   4.2680   0.0000   0.0000
    6.10    9.64200000   9.6420   3.6675   4.3818   4.2580   0.0000   0.0000
    6.10   10.85600000  10.8540   3.8353   4.4081   4.2470   0.0000   0.0000
    6.10   12.22200000  12.2190   4.0023   4.4340   4.2350   0.0000   0.0000
    6.10   13.76000000  13.7510   4.1613   4.4577   4.2220   0.0000   0.0000
    6.10   15.49200000  15.4750   4.3182   4.4807   4.2080   0.0000   0.0000
    6.10   17.44200000  17.4150   4.4678   4.5016   4.1930   0.0000   0.0000
    6.10   19.63700000  19.5950   4.6184   4.5224   4.1780   0.0000   0.0000
    6.10   22.10800000  22.0280   4.7591   4.5408   4.1620   0.0000   0.0000
    6.10   24.89000000  24.7490   4.8985   4.5588   4.1450   0.0000   0.0000
    6.10   28.02300000  27.7710   5.0271   4.5738   4.1270   0.0000   0.0000
    6.10   31.54900000  31.1390   5.1555   4.5886   4.1060   0.0000   0.0000
    6.10   35.52000000  34.8540   5.2753   4.6011   4.0840   0.0000   0.0000
    6.10   39.99000000  38.9600   5.3938   4.6130   4.0590   0.0000   0.0000
    6.10   45.02300000  43.4560   5.4991   4.6232   4.0410   0.0000   0.0000
    6.10   50.68900000  48.3880   5.6039   4.6338   4.0230   0.0000   0.0000
    6.10   57.06800000  53.7750   5.7081   4.6447   4.0060   0.0000   0.0000
    6.10   64.25000000  59.6410   5.8048   4.6559   3.9960   0.0000   0.0000
    6.10   72.33600000  66.0390   5.8957   4.6669   3.9900   0.0000   0.0000
    6.10   81.43900000  72.9840   5.9858   4.6789   3.9890   0.0000   0.0000
    6.10   91.68900000  80.5580   6.0704   4.6894   3.9870   0.0000   0.0000
    6.10  103.22800000  88.7670   6.1510   4.6985   3.9840   0.0000   0.0000
    6.10  116.21900000  97.5830   6.2306   4.7076   3.9820   0.0000   0.0000
    6.10  130.84500000 107.1760   6.3044   4.7123   3.9670   0.0000   0.0000
    6.10  147.31200000 117.4970   6.3751   4.7147   3.9450   0.0000   0.0000
    6.10  165.85100000 128.6050   6.4411   4.7126   3.9100   0.0000   0.0000
    6.10  186.72300000 140.3980   6.5050   4.7098   3.8720   0.0000   0.0000
    6.10  210.22300000 152.9120   6.5654   4.7031   3.8220   0.0000   0.0000
    6.10  236.67900000 166.1640   6.6210   4.6888   3.7460   0.0000   0.0000
    6.10  266.46500000 179.9490   6.6745   4.6708   3.6550   0.0000   0.0000
    6.10  300.00000000 194.1610   6.7262   4.6503   3.5540   0.0000   0.0000
# log(age) Mini Mact logl logt logg Composition Phase
    6.15    0.80000000   0.8000  -0.6632   3.6692   4.6340   0.0000   0.0000
    6.15    0.90100000   0.9010  -0.4221   3.7067   4.5940   0.0000   0.0000
    6.15    1.01400000   1.0140  -0.1769   3.7413   4.5390   0.0000   0.0000
    6.15    1.14200000   1.1420   0.0613   3.7706   4.4700   0.0000   0.0000
    6.15    1.28500000   1.2850   0.2848   3.7949   4.3950   0.0000   0.0000
    6.15    1.44700000   1.4470   0.5290   3.8247   4.3210   0.0000   0.0000
    6.15    1.62900000   1.6290   0.7636   3.8597   4.2920   0.0000   0.0000
    6.15    1.83400000   1.8340   0.9872   3.9026   4.3110   0.0000   0.0000
    6.15    2.06500000   2.0650   1.2030   3.9473   4.3260   0.0000   0.0000
    6.15    2.32500000   2.3250   1.4116   3.9881   4.3300   0.0000   0.0000
    6.15    2.61800000   2.6180   1.6176   4.0275   4.3320   0.0000   0.0000
    6.15    2.94700000   2.9470   1.8196   4.0644   4.3290   0.0000   0.0000
    6.15    3.31800000   3.3180   2.0163   4.0994   4.3230   0.0000   0.0000
    6.15    3.73500000   3.7350   2.2121   4.1340   4.3170   0.0000   0.0000
    6.15    4.20600000   4.2060   2.4050   4.1681   4.3120   0.0000   0.0000
    6.15    4.73500000   4.7350   2.5941   4.2015   4.3070   0.0000   0.0000
    6.15    5.33100000   5.3310   2.7796   4.2338   4.3020   0.0000   0.0000
    6.15    6.00200000   6.0020   2.9620   4.2650   4.2950   0.0000   0.0000
    6.15    6.75700000   6.7570   3.1444   4.2963   4.2890   0.0000   0.0000
    6.15    7.60700000   7.6070   3.3226   4.3255   4.2770   0.0000   0.0000
    6.15    8.56500000   8.5640   3.4981   4.3541   4.2660   0.0000   0.0000
    6.15    9.64200000   9.6420   3.6689   4.3814   4.2550   0.0000   0.0000
    6.15   10.85600000  10.8540   3.8368   4.4077   4.2440   0.0000   0.0000
    6.15   12.22200000  12.2180   4.0045   4.4334   4.2300   0.0000   0.0000
    6.15   13.76000000  13.7500   4.1641   4.4571   4.2160   0.0000   0.0000
    6.15   15.49200000  15.4730   4.3216   4.4801   4.2020   0.0000   0.0000
    6.15   17.44200000  17.4110   4.4719   4.5009   4.1870   0.0000   0.0000
    6.15   19.63700000  19.5900   4.6231   4.5217   4.1700   0.0000   0.0000
    6.15   22.10800000  22.0180   4.7645   4.5400   4.1530   0.0000   0.0000
    6.15   24.89000000  24.7310   4.9046   4.5579   4.1350   0.0000   0.0000
    6.15   28.02300000  27.7370   5.0337   4.5727   4.1150   0.0000   0.0000
    6.15   31.54900000  31.0830   5.1625   4.5872   4.0930   0.0000   0.0000
    6.15   35.52000000  34.7620   5.2827   4.5995   4.0680   0.0000   0.0000
    6.15   39.99000000  38.8140   5.4016   4.6112   4.0420   0.0000   0.0000
    6.15   45.02300000  43.2340   5.5069   4.6217   4.0230   0.0000   0.0000
    6.15   50.68900000  48.0570   5.6118   4.6326   4.0060   0.0000   0.0000
    6.15   57.06800000  53.2960   5.7161   4.6445   3.9910   0.0000   0.0000
    6.15   64.25000000  58.9700   5.8124   4.6564   3.9840   0.0000   0.0000
    6.15   72.33600000  65.1280   5.9028   4.6685   3.9820   0.0000   0.0000
    6.15   81.43900000  71.7680   5.9921   4.6815   3.9840   0.0000   0.0000
    6.15   91.68900000  78.9680   6.0754   4.6922   3.9840   0.0000   0.0000
    6.15  103.22800000  86.7210   6.1551   4.7013   3.9800   0.0000   0.0000
    6.15  116.21900000  94.9680   6.2335   4.7103   3.9770   0.0000   0.0000
    6.15  130.84500000 103.8780   6.3056   4.7141   3.9590   0.0000   0.0000
    6.15  147.31200000 113.3580   6.3743   4.7148   3.9300   0.0000   0.0000
    6.15  165.85100000 123.4360   6.4384   4.7121   3.8930   0.0000   0.0000
    6.15  186.72300000 133.9800   6.5002   4.7082   3.8510   0.0000   0.0000
    6.15  210.22300000 145.0050   6.5578   4.6988   3.7900   0.0000   0.0000
    6.15  236.67900000 156.5140   6.6104   4.6804   3.6970   0.0000   0.0000
    6.15  266.46500000 168.2530   6.6612   4.6589   3.5910   0.0000   9.0000
    6.15  300.00000000 180.0980   6.7105   4.6355   3.4780   0.0000   9.0000
# log(age) Mini Mact logl logt logg Composition Phase
    6.20    0.80000000   0.8000  -0.6632   3.6692   4.6340   0.0000   0.0000
    6.20    0.90100000   0.9010  -0.4221   3.7067   4.5940   0.0000   0.0000
    6.20    1.01400000   1.0140  -0.1769   3.7413   4.5390   0.0000   0.0000
    6.20    1.14200000   1.1420   0.0613   3.7706   4.4700   0.0000   0.0000
    6.20    1.28500000   1.2850   0.2848   3.7950   4.3950   0.0000   0.0000
    6.20    1.44700000   1.4470   0.5290   3.8247   4.3210   0.0000   0.0000
    6.20    1.62900000   1.6290   0.7636   3.8597   4.2920   0.0000   0.0000
    6.20    1.83400000   1.8340   0.9872   3.9026   4.3110   0.0000   0.0000
    6.20    2.06500000   2.0650   1.2030   3.9473   4.3260   0.0000   0.0000
    6.20    2.32500000   2.3250   1.4116   3.9881   4.3300   0.0000   0.0000
    6.20    2.61800000   2.6180   1.6176   4.0275   4.3320   0.0000   0.0000
    6.20    2.94700000   2.9470   1.8196   4.0644   4.3290   0.0000   0.0000
    6.20    3.31800000   3.3180   2.0163   4.0994   4.3230   0.0000   0.0000
    6.20    3.73500000   3.7350   2.2121   4.1340   4.3170   0.0000   0.0000
    6.20    4.20600000   4.2060   2.4050   4.1681   4.3120   0.0000   0.0000
    6.20    4.73500000   4.7350   2.5941   4.2015   4.3070   0.0000   0.0000
    6.20    5.33100000   5.3310   2.7796   4.2338   4.3020   0.0000   0.0000
    6.20    6.00200000   6.0020   2.9620   4.2650   4.2950   0.0000   0.0000
    6.20    6.75700000   6.7570   3.1453   4.2960   4.2870   0.0000   0.0000
    6.20    7.60700000   7.6070   3.3234   4.3253   4.2750   0.0000   0.0000
    6.20    8.56500000   8.5640   3.4989   4.3538   4.2640   0.0000   0.0000
    6.20    9.64200000   9.6420   3.6704   4.3809   4.2520   0.0000   0.0000
    6.20   10.85600000  10.8540   3.8389   4.4071   4.2390   0.0000   0.0000
    6.20   12.22200000  12.2180   4.0070   4.4328   4.2250   0.0000   0.0000
    6.20   13.76000000  13.7490   4.1672   4.4565   4.2110   0.0000   0.0000
    6.20   15.49200000  15.4710   4.3254   4.4795   4.1960   0.0000   0.0000
    6.20   17.44200000  17.4080   4.4764   4.5003   4.1800   0.0000   0.0000
    6.20   19.63700000  19.5840   4.6284   4.5209   4.1620   0.0000   0.0000
    6.20   22.10800000  22.0060   4.7707   4.5392   4.1440   0.0000   0.0000
    6.20   24.89000000  24.7100   4.9115   4.5567   4.1230   0.0000   0.0000
    6.20   28.02300000  27.6990   5.0411   4.5713   4.1010   0.0000   0.0000
    6.20   31.54900000  31.0180   5.1707   4.5858   4.0780   0.0000   0.0000
    6.20   35.52000000  34.6540   5.2912   4.5977   4.0510   0.0000   0.0000
    6.20   39.99000000  38.6450   5.4105   4.6093   4.0230   0.0000   0.0000
    6.20   45.02300000  42.9710   5.5160   4.6201   4.0040   0.0000   0.0000
    6.20   50.68900000  47.6680   5.6209   4.6316   3.9880   0.0000   0.0000
    6.20   57.06800000  52.7300   5.7251   4.6443   3.9750   0.0000   0.0000
    6.20   64.25000000  58.1810   5.8211   4.6575   3.9720   0.0000   0.0000
    6.20   72.33600000  64.0610   5.9105   4.6706   3.9740   0.0000   0.0000
    6.20   81.43900000  70.3380   5.9987   4.6842   3.9790   0.0000   0.0000
    6.20   91.68900000  77.1010   6.0813   4.6951   3.9790   0.0000   0.0000
    6.20  103.22800000  84.3240   6.1598   4.7042   3.9750   0.0000   0.0000
    6.20  116.21900000  91.9060   6.2363   4.7128   3.9690   0.0000   0.0000
    6.20  130.84500000 100.0110   6.3063   4.7150   3.9450   0.0000   0.0000
    6.20  147.31200000 108.4870   6.3728   4.7137   3.9090   0.0000   0.0000
    6.20  165.85100000 117.3490   6.4342   4.7105   3.8680   0.0000   0.0000
    6.20  186.72300000 126.4320   6.4928   4.7046   3.8190   0.0000   9.0000
    6.20  210.22300000 135.7380   6.5468   4.6914   3.7430   0.0000   9.0000
    6.20  236.67900000 145.2730   6.5960   4.6667   3.6240   0.0000   9.0000
    6.20  266.46500000 154.7330   6.6443   4.6416   3.5030   0.0000   9.0000
    6.20  300.00000000 164.0560   6.6920   4.6154   3.3750   0.0000   9.0000
# log(age) Mini Mact logl logt logg Composition Phase
    6.25    0.80000000   0.8000  -0.6632   3.6692   4.6340   0.0000   0.0000
    6.25    0.90100000   0.9010  -0.4221   3.7067   4.5940   0.0000   0.0000
    6.25    1.01400000   1.0140  -0.1768   3.7413   4.5390   0.0000   0.0000
    6.25    1.14200000   1.1420   0.0614   3.7706   4.4700   0.0000   0.0000
    6.25    1.28500000   1.2850   0.2848   3.7950   4.3950   0.0000   0.0000
    6.25    1.44700000   1.4470   0.5291   3.8247   4.3210   0.0000   0.0000
    6.25    1.62900000   1.6290   0.7636   3.8597   4.2920   0.0000   0.0000
    6.25    1.83400000   1.8340   0.9872   3.9026   4.3110   0.0000   0.0000
    6.25    2.06500000   2.0650   1.2030   3.9473   4.3260   0.0000   0.0000
    6.25    2.32500000   2.3250   1.4116   3.9881   4.3300   0.0000   0.0000
    6.25    2.61800000   2.6180   1.6176   4.0275   4.3320   0.0000   0.0000
    6.25    2.94700000   2.9470   1.8196   4.0644   4.3290   0.0000   0.0000
    6.25    3.31800000   3.3180   2.0163   4.0994   4.3230   0.0000   0.0000
    6.25    3.73500000   3.7350   2.2120   4.1340   4.3170   0.0000   0.0000
    6.25    4.20600000   4.2060   2.4050   4.1681   4.3120   0.0000   0.0000
    6.25    4.73500000   4.7350   2.5941   4.2015   4.3070   0.0000   0.0000
    6.25    5.33100000   5.3310   2.7796   4.2337   4.3020   0.0000   0.0000
    6.25    6.00200000   6.0020   2.9620   4.2650   4.2950   0.0000   0.0000
    6.25    6.75700000   6.7570   3.1461   4.2958   4.2840   0.0000   0.0000
    6.25    7.60700000   7.6070   3.3243   4.3250   4.2730   0.0000   0.0000
    6.25    8.56500000   8.5640   3.5003   4.3534   4.2610   0.0000   0.0000
    6.25    9.64200000   9.6420   3.6719   4.3805   4.2480   0.0000   0.0000
    6.25   10.85600000  10.8540   3.8410   4.4066   4.2350   0.0000   0.0000
    6.25   12.22200000  12.2170   4.0098   4.4322   4.2200   0.0000   0.0000
    6.25   13.76000000  13.7480   4.1707   4.4559   4.2050   0.0000   0.0000
    6.25   15.49200000  15.4680   4.3297   4.4788   4.1890   0.0000   0.0000
    6.25   17.44200000  17.4030   4.4815   4.4995   4.1720   0.0000   0.0000
    6.25   19.63700000  19.5770   4.6346   4.5201   4.1530   0.0000   0.0000
    6.25   22.10800000  21.9920   4.7777   4.5382   4.1330   0.0000   0.0000
    6.25   24.89000000  24.6850   4.9193   4.5552   4.1090   0.0000   0.0000
    6.25   28.02300000  27.6530   5.0497   4.5700   4.0860   0.0000   0.0000
    6.25   31.54900000  30.9420   5.1799   4.5841   4.0600   0.0000   0.0000
    6.25   35.52000000  34.5270   5.3010   4.5958   4.0320   0.0000   0.0000
    6.25   39.99000000  38.4450   5.4207   4.6071   4.0010   0.0000   0.0000
    6.25   45.02300000  42.6610   5.5264   4.6185   3.9830   0.0000   0.0000
    6.25   50.68900000  47.2060   5.6314   4.6309   3.9680   0.0000   0.0000
    6.25   57.06800000  52.0590   5.7356   4.6450   3.9600   0.0000   0.0000
    6.25   64.25000000  57.2450   5.8309   4.6595   3.9610   0.0000   0.0000
    6.25   72.33600000  62.7940   5.9196   4.6733   3.9660   0.0000   0.0000
    6.25   81.43900000  68.6440   6.0070   4.6876   3.9730   0.0000   0.0000
    6.25   91.68900000  74.8900   6.0883   4.6988   3.9730   0.0000   0.0000
    6.25  103.22800000  81.4860   6.1646   4.7075   3.9680   0.0000   0.0000
    6.25  116.21900000  88.2840   6.2388   4.7145   3.9560   0.0000   0.0000
    6.25  130.84500000  95.4210   6.3064   4.7151   3.9250   0.0000   0.0000
    6.25  147.31200000 102.7050   6.3700   4.7131   3.8850   0.0000   9.0000
    6.25  165.85100000 110.1380   6.4276   4.7061   3.8300   0.0000   9.0000
    6.25  186.72300000 117.4790   6.4805   4.6915   3.7460   0.0000   9.0000
    6.25  210.22300000 124.7300   6.5296   4.6693   3.6350   0.0000   9.0000
    6.25  236.67900000 132.0480   6.5774   4.6406   3.4970   0.0000   9.0000
    6.25  266.46500000 139.1620   6.6243   4.3518   3.3720   0.0000   0.0000
    6.25  300.00000000 146.0940   6.6700   4.3309   3.2370   0.0000   0.0000
# log(age) Mini Mact logl logt logg Composition Phase
    6.30    0.80000000   0.8000  -0.6632   3.6692   4.6340   0.0000   0.0000
    6.30    0.90100000   0.9010  -0.4220   3.7067   4.5940   0.0000   0.0000
    6.30    1.01400000   1.0140  -0.1768   3.7413   4.5390   0.0000   0.0000
    6.30    1.14200000   1.1420   0.0614   3.7707   4.4700   0.0000   0.0000
    6.30    1.28500000   1.2850   0.2848   3.7950   4.3950   0.0000   0.0000
    6.30    1.44700000   1.4470   0.5291   3.8247   4.3210   0.0000   0.0000
    6.30    1.62900000   1.6290   0.7637   3.8597   4.2920   0.0000   0.0000
    6.30    1.83400000   1.8340   0.9872   3.9026   4.3110   0.0000   0.0000
    6.30    2.06500000   2.0650   1.2030   3.9473   4.3260   0.0000   0.0000
    6.30    2.32500000   2.3250   1.4116   3.9881   4.3300   0.0000   0.0000
    6.30    2.61800000   2.6180   1.6176   4.0275   4.3320   0.0000   0.0000
    6.30    2.94700000   2.9470   1.8196   4.0644   4.3290   0.0000   0.0000
    6.30    3.31800000   3.3180   2.0163   4.0993   4.3230   0.0000   0.0000
    6.30    3.73500000   3.7350   2.2120   4.1340   4.3170   0.0000   0.0000
    6.30    4.20600000   4.2060   2.4050   4.1681   4.3120   0.0000   0.0000
    6.30    4.73500000   4.7350   2.5941   4.2015   4.3070   0.0000   0.0000
    6.30    5.33100000   5.3310   2.7796   4.2337   4.3010   0.0000   0.0000
    6.30    6.00200000   6.0020   2.9626   4.2649   4.2940   0.0000   0.0000
    6.30    6.75700000   6.7570   3.1469   4.2956   4.2820   0.0000   0.0000
    6.30    7.60700000   7.6070   3.3251   4.3248   4.2710   0.0000   0.0000
    6.30    8.56500000   8.5640   3.5017   4.3530   4.2570   0.0000   0.0000
    6.30    9.64200000   9.6420   3.6739   4.3800   4.2440   0.0000   0.0000
    6.30   10.85600000  10.8540   3.8436   4.4060   4.2300   0.0000   0.0000
    6.30   12.22200000  12.2170   4.0132   4.4316   4.2140   0.0000   0.0000
    6.30   13.76000000  13.7460   4.1747   4.4553   4.1990   0.0000   0.0000
    6.30   15.49200000  15.4650   4.3346   4.4781   4.1810   0.0000   0.0000
    6.30   17.44200000  17.3990   4.4874   4.4988   4.1630   0.0000   0.0000
    6.30   19.63700000  19.5690   4.6417   4.5193   4.1420   0.0000   0.0000
    6.30   22.10800000  21.9760   4.7857   4.5370   4.1200   0.0000   0.0000
    6.30   24.89000000  24.6570   4.9284   4.5542   4.0950   0.0000   0.0000
